Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,nn
Erythrura cyaneovirens,Red-headed Parrotfinch,roypar1,139944,FALSE,
Erythrura pealii,Fiji Parrotfinch,fijpar1,633943464,FALSE,Fijiamadin
Erythrura kleinschmidti,Pink-billed Parrotfinch,pibpar1,,FALSE,Rosennebbamadin
Erythrura gouldiae,Gould’s Finch,goufin3,614381559,TRUE,Gouldamadin
ESTRILDIDAE,Waxbills,,,FALSE,
Lagonosticta rara,Black-bellied Firefinch,blbfir1,403768141,FALSE,Svartbukamarant
Lagonosticta rufopicta,Bar-breasted Firefinch,babfir1,203943551,FALSE,
Lagonosticta nitidula,Brown Firefinch,brnfir1,621629452,FALSE,Brunamarant
Lagonosticta senegala,Red-billed Firefinch,rebfir2,31373721,FALSE,Raudnebbamarant
Lagonosticta sanguinodorsalis,Rock Firefinch,rocfir1,465297971,FALSE,Steinamarant
Lagonosticta umbrinodorsalis,Chad Firefinch,reifir1,,FALSE,
Lagonosticta rhodopareia,Jameson's Firefinch,jamfir1,438874641,FALSE,
Lagonosticta virata,Mali Firefinch,malfir1,650429853,FALSE,Maliamarant
Lagonosticta rubricata,African Firefinch,afffin,203936881,FALSE,
Lagonosticta vinacea,Vinaceous Firefinch,,,FALSE,
Lagonosticta nigricollis,Grey Firefinch,,,FALSE,
Lagonosticta larvata,Ethiopian Firefinch,bkffir1,315134621,FALSE,
Clytospiza monteiri,Brown Twinspot,brotwi1,648622777,FALSE,Kniplingsastrild
Pytilia lineata,Red-billed Pytilia,rebpyt1,,FALSE,Auroraastrild
Pytilia phoenicoptera,Red-winged Pytilia,rewpyt1,,FALSE,
Pytilia afra,Orange-winged Pytilia,orwpyt1,617831645,FALSE,Oransjevengastrild
Pytilia hypogrammica,Yellow-winged Pytilia,refpyt1,,FALSE,Raudmaskeastrild
Pytilia melba,Green-winged Pytilia,grwpyt1,609066757,FALSE,Grønvengastrild
Hypargos margaritatus,Pink-throated Twinspot,pittwi1,203938411,FALSE,Rosenastrild
Hypargos niveoguttatus,Red-throated Twinspot,pettwi1,194113931,FALSE,Dråpeastrild
Euschistospiza dybowskii,Dybowski's Twinspot,dybtwi1,140976,FALSE,Raudryggastrild
Euschistospiza cinereovinacea,Dusky Twinspot,dustwi1,112521431,FALSE,Sotastrild
Granatina granatina,Violet-eared Waxbill,viewax1,340823911,FALSE,Granatastrild
Granatina ianthinogaster,Purple Grenadier,purgre2,280255,FALSE,Purpurastrild
Uraeginthus angolensis,Blue-breasted Cordon-bleu,bubcor1,629340877,FALSE,Blåastrild
Uraeginthus bengalus,Red-cheeked Cordon-bleu,reccor,643443944,FALSE,Raudkinnastrild
Uraeginthus cyanocephalus,Blue-capped Cordon-bleu,blccor1,280122,FALSE,Blåhovudastrild
Spermophaga poliogenys,Grant's Bluebill,grablu1,527792961,FALSE,Raudbrynjeastrild
Spermophaga haematina,Western Bluebill,wesblu1,204022421,FALSE,Blånebbastrild
Spermophaga ruficapilla,Red-headed Bluebill,rehblu1,203915471,FALSE,Raudhovudastrild
Pyrenestes ostrinus,Black-breasted Seedcracker,blbsee1,310597,FALSE,
Pyrenestes sanguineus,Crimson Seedcracker,crisee1,310594,FALSE,Karminastrild
Pyrenestes minor,Lesser Seedcracker,lessee1,652691258,FALSE,Umbraastrild
Estrilda caerulescens,Lavender Waxbill,lavwax,451835171,FALSE,Raudhaleastrild
Estrilda perreini,Black-tailed Waxbill,bltwax1,280008,FALSE,Svarthaleastrild
Estrilda thomensis,Cinderella Waxbill,cinwax1,621504774,FALSE,Oskepottastrild
Estrilda poliopareia,Anambra Waxbill,anawax1,,FALSE,Stråastrild
Estrilda paludicola,Fawn-breasted Waxbill,fabwax1,611833673,FALSE,
Estrilda melpoda,Orange-cheeked Waxbill,orcwax,204013601,FALSE,Oransjekinnastrild
Estrilda rhodopyga,Crimson-rumped Waxbill,crrwax1,276185,FALSE,Raudgumpastrild
Estrilda rufibarba,Arabian Waxbill,arawax1,203934371,FALSE,Jemenastrild
Estrilda troglodytes,Black-rumped Waxbill,bkrwax,643695229,FALSE,Gråastrild
Estrilda astrild,Common Waxbill,comwax,623793794,FALSE,
Estrilda nigroloris,Black-lored Waxbill,blfwax1,,FALSE,
Estrilda nonnula,Black-crowned Waxbill,blcwax2,66049,FALSE,Nonneastrild
Estrilda atricapilla,Black-headed Waxbill,blhwax1,1561,FALSE,
Estrilda kandti,Kandt's Waxbill,kanwax1,549601411,FALSE,
Estrilda charmosyna,Black-cheeked Waxbill,rerwax1,28225501,FALSE,Savanneastrild
Estrilda erythronotos,Black-faced Waxbill,blcwax1,280254,FALSE,
Mandingoa nitidula,Green Twinspot,grbtwi1,278884,FALSE,Grønastrild
Cryptospiza reichenovii,Red-faced Crimsonwing,rfcwin1,652894756,FALSE,Brilleastrild
Cryptospiza salvadorii,Abyssinian Crimsonwing,abcwin1,299925691,FALSE,Bergastrild
Cryptospiza jacksoni,Dusky Crimsonwing,ducwin1,1251,FALSE,Blodflekkastrild
Cryptospiza shelleyi,Shelley's Crimsonwing,shcwin1,,FALSE,Edelastrild
Coccopygia bocagei,Angola Waxbill,swewax1,398992711,FALSE,
Coccopygia melanotis,Swee Waxbill,swewax3,212069801,FALSE,
Coccopygia quartinia,Yellow-bellied Waxbill,yebwax2,94648,FALSE,Gulbukastrild
Nesocharis shelleyi,Shelley's Oliveback,fepoli1,91004151,FALSE,Svarthovudastrild
Nesocharis ansorgei,White-collared Oliveback,whcoli1,638741797,FALSE,Halsbandastrild
Nesocharis capistrata,Grey-headed Oliveback,,,FALSE,Meiseastrild
Nigrita fusconotus,White-breasted Negrofinch,whbneg2,242754471,FALSE,Kvitbrystastrild
Nigrita bicolor,Chestnut-breasted Negrofinch,chbneg1,438250771,FALSE,Kastanjeastrild
Nigrita luteifrons,Pale-fronted Negrofinch,pafneg1,486045921,FALSE,Gulpanneastrild
Nigrita canicapillus,Grey-headed Negrofinch,gyhneg1,617146460,FALSE,Gråkappeastrild
Parmoptila woodhousei,Woodhouse's Antpecker,wooant1,541575331,FALSE,
Parmoptila rubrifrons,Red-fronted Antpecker,refant1,636181988,FALSE,
Parmoptila jamesoni,Jameson's Antpecker,jamant1,468706571,FALSE,
Amadina erythrocephala,Red-headed Finch,rehfin1,277968,FALSE,Raudhovudamadin
Amadina fasciata,Cut-throat Finch,cutthr1,280117,FALSE,Blodstrupeamadin
Ortygospiza atricollis,African Quailfinch,quailf1,31365931,FALSE,
Amandava amandava,Red Avadavat,redava,318842151,TRUE,Tigerastrild
Amandava formosa,Green Avadavat,grnava1,613337306,FALSE,Gitterastrild
Amandava subflava,Zebra Waxbill,zebwax2,203981191,FALSE,Gulbrystastrild
Paludipasser locustella,Locust Finch,locust3,614489487,FALSE,Grashoppeastrild
VIDUIDAE,Whydahs and Indigobirds,,,FALSE,
Vidua macroura,Pin-tailed Whydah,pitwhy,594243381,FALSE,Dominikanarenkje
Vidua paradisaea,Long-tailed Paradise-whydah,eapwhy1,552937331,FALSE,
Vidua obtusa,Broad-tailed Paradise-whydah,btpwhy1,310732,FALSE,Breihaleenkje
Vidua orientalis,Sahel Paradise-whydah,nopwhy1,138404711,FALSE,
Vidua interjecta,Exclamatory Paradise-whydah,ltpwhy1,,FALSE,
Vidua hypocherina,Steel-blue Whydah,stbwhy1,449010461,FALSE,Stålenkje
Vidua regia,Shaft-tailed Whydah,shtwhy1,277952,FALSE,Spydhaleenkje
Vidua fischeri,Straw-tailed Whydah,sttwhy1,55985,FALSE,Stråhaleenkje
Vidua togoensis,Togo Paradise-whydah,topwhy1,,FALSE,Drageenkje
Vidua wilsoni,Wilson's Indigobird,pawind1,21640131,FALSE,Savanneenkje
Vidua larvaticola,Barka Indigobird,bakind1,21640251,FALSE,Hausaenkje
Vidua maryae,Jos Plateau Indigobird,jopind1,,FALSE,Josenkje
Vidua camerunensis,Cameroon Indigobird,camind1,310730,FALSE,Guineaenke
Vidua nigeriae,Quailfinch Indigobird,quaind1,,FALSE,Vaktelastrildenkje
Vidua raricola,Jambandu Indigobird,jamind1,527018621,FALSE,Grønglansenkje
Vidua codringtoni,Green Indigobird,greind1,631845940,FALSE,Svartvengenkje
Vidua funerea,Dusky Indigobird,varind1,49661,FALSE,
Vidua chalybeata,Village Indigobird,vilind,204005381,FALSE,
Vidua purpurascens,Purple Indigobird,purind1,275453,FALSE,Purpurglansenkje
Anomalospiza imbebris,Cuckoo-finch,,,FALSE,
Anthus spinoletta,Water Pipit,watpip1,502082531,FALSE,
Anthus petrosus,Rock Pipit,rocpip1,181646,FALSE,Skjerpiplerke
A. p. littoralis,Scandinavian Rock Pipit,,,FALSE,
Anthus furcatus,Short-billed Pipit,shbpip1,109447351,FALSE,
Anthus lutescens,Yellowish Pipit,yelpip2,190899431,FALSE,
Anthus peruvianus,Peruvian Pipit,yelpip3,353815251,FALSE,Perupiplerke
Anthus chacoensis,Pampas Pipit,chapip1,203960021,FALSE,Chacopiplerke
Anthus spragueii,Sprague's Pipit,sprpip,32362921,TRUE,Præriepiplerke
Anthus hellmayri,Hellmayr's Pipit,helpip1,203695491,FALSE,Pampaspiplerke
Anthus bogotensis,Paramo Pipit,parpip1,272310861,FALSE,Paramopiplerke
Anthus nattereri,Ochre-breasted Pipit,ocbpip1,19991,FALSE,Okerpiplerke
Anthus correndera,Correndera Pipit,corpip1,613422263,TRUE,Correnderapiplerke
Anthus antarcticus,South Georgia Pipit,sogpip1,204018291,FALSE,Sørgjeorgiapiplerke
Anthus sylvanus,Upland Pipit,uplpip1,647684721,FALSE,Bergpiplerke
Anthus nilghiriensis,Nilgiri Pipit,nilpip1,203951971,FALSE,Nilgiripiplerke
Anthus hoeschi,Mountain Pipit,moupip1,630295665,FALSE,Fjellpiplerke
Anthus crenatus,Yellow-tufted Pipit,yetpip1,203939781,FALSE,Steinpiplerke
Anthus lineiventris,Striped Pipit,strpip1,79984,FALSE,Stripepiplerke
Anthus richardi,Richard's Pipit,ricpip1,648538647,FALSE,
Anthus rufulus,Paddyfield Pipit,oripip1,148799311,FALSE,
Anthus novaeseelandiae,Australasian Pipit,auspip3,383233701,TRUE,
Anthus nyassae,Woodland Pipit,woopip1,618496154,FALSE,Miombopiplerke
Anthus godlewskii,Blyth's Pipit,blypip1,620664188,FALSE,Mongolpiplerke
Anthus leucophrys,Plain-backed Pipit,plbpip1,1388,FALSE,
Anthus berthelotii,Berthelot's Pipit,berpip1,203887161,FALSE,Kanaripiplerke
Anthus campestris,Tawny Pipit,tawpip1,258861351,FALSE,Markpiplerke
Anthus cinnamomeus,African Pipit,afrpip1,278586,FALSE,
A. c. latistriatus,Jackson's Pipit,,,FALSE,
Anthus vaalensis,Buffy Pipit,bufpip1,402598001,FALSE,
Anthus similis,Long-billed Pipit,lobpip1,449411741,FALSE,
Anthus melindae,Malindi Pipit,malpip1,626021474,FALSE,Malindipiplerke
Anthus pallidiventris,Long-legged Pipit,lolpip1,626037561,FALSE,Kongopiplerke
Anthus gutturalis,Alpine Pipit,alppip1,100481,FALSE,Papuapiplerke
Madanga ruficollis,Madanga,rtweye1,,FALSE,Madanga
Macronyx flavicollis,Abyssinian Longclaw,abylon1,31365651,FALSE,Etiopiapiplerke
Macronyx fuellebornii,Fülleborn's Longclaw,fuelon2,614490101,FALSE,Svovelpiplerke
Macronyx capensis,Cape Longclaw,ortlon1,608794433,FALSE,Eldpiplerke
Macronyx croceus,Yellow-throated Longclaw,yetlon1,1327,FALSE,Gulstrupepiplerke
Macronyx aurantiigula,Pangani Longclaw,panlon1,249023051,FALSE,Tornpiplerke
Macronyx ameliae,Rosy-throated Longclaw,rotlon1,440297081,FALSE,Skarlakspiplerke
Macronyx grimwoodi,Grimwood's Longclaw,grilon1,586942561,FALSE,Angolapiplerke
Macronyx sharpei,Sharpe's Longclaw,shalon1,625871643,FALSE,Kikuyupiplerke
Hemimacronyx chloris,Yellow-breasted Pipit,yebpip2,276041,FALSE,Sitronpiplerke
Tmetothylacus tenellus,Golden Pipit,golpip1,625989557,FALSE,Gullpiplerke
Motacilla flaviventris,Madagascar Wagtail,madwag1,504227021,FALSE,Gulbukerle
Motacilla clara,Mountain Wagtail,mouwag1,33652901,FALSE,Bergerle
Motacilla capensis,Cape Wagtail,capwag1,109764471,FALSE,Oskeerle
Motacilla flava,Western Yellow Wagtail,eaywag1,27831181,TRUE,
M. f. thunbergi,Grey-headed Wagtail,,,FALSE,
M. f. flavissima,British Yellow Wagtail,,,FALSE,
M. f. flava,Blue-headed Wagtail,,,FALSE,
M. f. beema,Sykes's Wagtail,,,FALSE,
M. f. lutea,Yellow-headed Wagtail,,,FALSE,
M. f. feldegg,Black-headed Wagtail,,,FALSE,
M. f. leucocephala,White-headed Wagtail,,,FALSE,
M. f. iberiae,Iberian Yellow Wagtail,,,FALSE,
M. f. cinereocapilla,Ashy-headed Wagtail,,,FALSE,
M. f. pygmaea,Egyptian Yellow Wagtail,,,FALSE,
Motacilla aguimp,African Pied Wagtail,afpwag1,8640,FALSE,Afrikaerle
Motacilla cinerea,Grey Wagtail,grywag,286685431,TRUE,Vintererle
Motacilla citreola,Citrine Wagtail,citwag,433588361,FALSE,Sitronerle
Motacilla tschutschensis,Eastern Yellow Wagtail,eaywag,611658842,FALSE,
Motacilla maderaspatensis,White-browed Wagtail,whbwag1,384942711,FALSE,Skjorerle
Motacilla samveasnae,Mekong Wagtail,mekwag1,203914831,FALSE,Mekongerle
Motacilla grandis,Japanese Wagtail,japwag1,203968901,FALSE,Japanerle
Motacilla alba,White Wagtail,whiwag,477895331,TRUE,Linerle
M. a. yarrellii,British Pied Wagtail,,,FALSE,
M. a. subpersonata,Moroccan Wagtail,,,FALSE,
M. a. personata,Masked Wagtail,,,FALSE,
Amaurocichla bocagii,Sao Tome Short-tail,boclon2,640379612,FALSE,Kortstjert
PASSERIDAE,Old World Sparrows,,,FALSE,
Passer ammodendri,Saxaul Sparrow,saxspa1,203961501,FALSE,Oasesporv
Passer domesticus,House Sparrow,houspa,231711901,TRUE,
Passer italiae,Italian Sparrow,itaspa1,618503965,TRUE,Romarsporv
Passer hispanoliensis,Spanish Sparrow,spaspa1,351070861,FALSE,
Passer pyrrhonotus,Sind Sparrow,sinspa1,204023831,FALSE,Indussporv
Passer castanopterus,Somali Sparrow,somspa1,446238051,FALSE,Somalisporv
Passer cinnamomeus,Russet Sparrow,russpa2,175304931,FALSE,Kanelsporv
Passer flaveolus,Pegu Sparrow,plbspa1,446570291,FALSE,Thaisporv
Passer moabiticus,Dead Sea Sparrow,desspa1,203892171,FALSE,
P. m. yatii,Afghan Sparrow,,,FALSE,
Passer iagoensis,Cape Verde Sparrow,cavspa1,203884451,FALSE,
Passer motitensis,Great Sparrow,grrspa1,277623,FALSE,
Passer insularis,Socotra Sparrow,socspa1,638434791,FALSE,
Passer hemileucus,Abd al Kuri Sparrow,aakspa1,,FALSE,Kurisporv
Passer cordofanicus,Kordofan Sparrow,korspa1,,FALSE,
Passer shelleyi,White Nile Sparrow,shrspa1,313487851,FALSE,Savannesporv
Passer rufocinctus,Kenya Sparrow,kerspa2,619517446,FALSE,
Passer melanurus,Cape Sparrow,capspa1,607871501,FALSE,Boarsporv
Passer swainsonii,Swainson's Sparrow,swaspa2,33652491,FALSE,Oskesporv
Passer gongonensis,Parrot-billed Sparrow,pabspa1,616536893,FALSE,Tjukknebbsporv
Passer suahelicus,Swahili Sparrow,swaspa1,280138,FALSE,Swahilisporv
Passer griseus,Northern Grey-headed Sparrow,gyhspa1,636088374,FALSE,
Passer diffusus,Southern Grey-headed Sparrow,sghspa2,609054905,FALSE,Kraalsporv
Passer simplex,Desert Sparrow,desspa3,203915571,FALSE,
Passer zarudnyi,Zarudny's Sparrow,desspa4,637522160,FALSE,
Passer montanus,Eurasian Tree Sparrow,eutspa,70906781,TRUE,Pilfink
Passer luteus,Sudan Golden Sparrow,sugspa1,146762041,FALSE,
Passer euchlorus,Arabian Golden Sparrow,argspa2,631663820,FALSE,Solsporv
Passer eminibey,Chestnut Sparrow,chespa1,31284851,FALSE,Brunsporv
Carpospiza brachydactyla,Pale Sparrow,palroc1,554898981,FALSE,Bleiksteinsporv
Petronia petronia,Rock Sparrow,rocpet1,459102331,FALSE,Steinsporv
Gymnoris superciliaris,Yellow-throated Bush-sparrow,yetpet1,645387501,FALSE,
Gymnoris dentata,Sahel Bush-sparrow,buspet1,286983361,FALSE,Krattsteinsporv
Gymnoris pyrgita,Yellow-spotted Bush-sparrow,yespet1,329023991,FALSE,
Gymnoris xanthocollis,Chestnut-shouldered Bush-sparrow,chspet1,203921401,FALSE,Gulstrupesteinsporv
Montifringilla henrici,Tibetan Snowfinch,tibsno2,413857311,FALSE,Tibetfjellsporv
Montifringilla nivalis,White-winged Snowfinch,whwsno1,632864183,FALSE,
Montifringilla adamsi,Black-winged Snowfinch,blwsno1,622873354,FALSE,Svartvengfjellsporv
Onychostruthus taczanowskii,White-rumped Snowfinch,whrsno1,204009501,FALSE,Kvitgumpfjellsporv
Pyrgilauda ruficollis,Rufous-necked Snowfinch,runsno1,618714082,FALSE,Brunøyrefjellsporv
Pyrgilauda davidiana,Small Snowfinch,pedsno1,204009381,FALSE,Gobifjellsporv
Pyrgilauda blanfordi,Plain-backed Snowfinch,blasno1,204011441,FALSE,Kvitkinnfjellsporv
Pyrgilauda theresae,Afgan Snowfinch,afgsno1,310000,FALSE,Afghanfjellsporv
Hypocryptadius cinnamomeus,Cinnamon Ibon,cinwhe1,316,FALSE,Rustauge
MOTACILLIDAE,Wagtails Pipits,,,FALSE,
Dendronanthus indicus,Forest Wagtail,forwag1,590592451,FALSE,Skogerle
Anthus sokokensis,Sokoke Pipit,sokpip1,650333837,FALSE,Sokokepiplerke
Anthus brachyurus,Short-tailed Pipit,shtpip1,611666079,FALSE,Korthalepiplerke
Anthus caffer,Bush Pipit,buspip1,612781002,FALSE,Buskpiplerke
Anthus gustavi,Pechora Pipit,pecpip,610852181,FALSE,Tundrapiplerke
A. g. gustavi,Pechora Pipit,pecpip,610852181,FALSE,
Anthus trivialis,Tree Pipit,trepip,327530591,TRUE,Trepiplerke
Anthus hodgsoni,Olive-backed Pipit,olbpip,204011521,FALSE,Sibirpiplerke
Anthus cervinus,Red-throated Pipit,retpip,105855,FALSE,Lappiplerke
Anthus roseatus,Rosy Pipit,rospip1,460684571,FALSE,Rosenpiplerke
Anthus rubescens,Buff-bellied Pipit,amepip,126269331,FALSE,
A. r. japonicus,Buff-bellied Pipit,,,FALSE,
A. r. rubescens,American Pipit,amepip,126269331,FALSE,
Anthus pratensis,Meadow Pipit,meapip1,203693581,TRUE,Heipiplerke
FRINGILLIDAE,Finches,,,FALSE,
Fringilla coelebs,Common Chaffinch,comcha,234883481,TRUE,
Fringilla teydea,Tenerife Blue Chaffinch,blucha2,77751771,FALSE,
Fringilla polatzeki,Gran Canaria Blue Chaffinch,blucha3,423388991,FALSE,
Fringilla montifringilla,Brambling,brambl,64398651,TRUE,Bjørkefink
Chlorophonia flavirostris,Yellow-collared Chlorophonia,yecchl1,203956421,FALSE,Gulnakkebladtanagar
Chlorophonia cyanea,Blue-naped Chlorophonia,blnchl1,387406551,FALSE,Blånakkebladtanagar
Chlorophonia pyrrhophrys,Chestnut-breasted Chlorophonia,chbchl1,46892851,FALSE,Praktbladtanagar
Chlorophonia occipitalis,Blue-crowned Chlorophonia,blcchl1,291700,FALSE,
Chlorophonia callophrys,Golden-browed Chlorophonia,gobchl1,445067301,FALSE,Gulbrynbladtanagar
Euphonia jamaica,Jamaican Euphonia,jameup1,164921,FALSE,Jamaicaeufonia
Euphonia plumbea,Plumbeous Euphonia,plueup1,306728401,FALSE,Blyeufonia
Euphonia affinis,Scrub Euphonia,screup1,220498781,FALSE,
Euphonia luteicapilla,Yellow-crowned Euphonia,yeceup1,16264,FALSE,Gulkroneeufonia
Euphonia chlorotica,Purple-throated Euphonia,puteup1,517809671,FALSE,Purpurstrupeeufonia
Euphonia trinitatis,Trinidad Euphonia,trieup1,203934311,FALSE,Venezuelaeufonia
Euphonia concinna,Velvet-fronted Euphonia,vefeup1,90318751,FALSE,Magdalenaeufonia
Euphonia saturata,Orange-crowned Euphonia,orceup1,80974,FALSE,Oransjekroneeufonia
Euphonia finschi,Finsch's Euphonia,fineup1,72392,FALSE,Guyanaeufonia
Euphonia violacea,Violaceous Euphonia,vioeup1,113053,FALSE,Fioleufonia
Euphonia laniirostris,Thick-billed Euphonia,thbeup1,625324343,FALSE,Tjukknebbeufonia
Euphonia hirundinacea,Yellow-throated Euphonia,yeteup1,168206141,FALSE,Gulstrupeeufonia
Euphonia chalybea,Green-chinned Euphonia,gnteup1,203915101,FALSE,Ståleufonia
Euphonia elegantissima,Elegant Euphonia,eleeup1,141451911,FALSE,Fagereufonia
Euphonia cyanocephala,Golden-rumped Euphonia,goreup1,609321164,FALSE,Gyllengumpeufonia
Euphonia musica,Hispaniolan Euphonia,anteup2,163166581,FALSE,
Euphonia sclateri,Puerto Rican Euphonia,anteup3,204013381,FALSE,
Euphonia flavifrons,Lesser Antillean Euphonia,anteup4,133470131,FALSE,
Euphonia fulvicrissa,Fulvous-vented Euphonia,fuveup1,203698471,FALSE,Brungumpeufonia
Euphonia imitans,Spot-crowned Euphonia,spceup1,57428,FALSE,Smusskroneeufonia
Euphonia gouldi,Olive-backed Euphonia,olbeup1,182331531,FALSE,Grøneufonia
Euphonia chrysopasta,White-lored Euphonia,gobeup1,101868,FALSE,Kvitmaskeeufonia
Euphonia mesochrysa,Bronze-green Euphonia,brgeup1,502224321,FALSE,Andeseufonia
Euphonia minuta,White-vented Euphonia,whveup1,198292631,FALSE,Kvitgumpeufonia
Euphonia anneae,Tawny-capped Euphonia,taceup1,633923967,FALSE,Rustkroneeufonia
Euphonia xanthogaster,Orange-bellied Euphonia,orbeup1,80993,FALSE,Gyllenbukeufonia
Euphonia rufiventris,Rufous-bellied Euphonia,rubeup1,127533,FALSE,Rustbukeufonia
Euphonia pectoralis,Chestnut-bellied Euphonia,chbeup1,29471451,FALSE,Kastanjebukeufonia
Euphonia cayannensis,Golden-sided Euphonia,goseup1,70749,FALSE,
Mycerobas icterioides,Black-and-yellow Grosbeak,baygro1,640134053,FALSE,Pirolkjernebitar
Mycerobas affinis,Collared Grosbeak,colgro1,163424921,FALSE,Gullkjernebitar
Mycerobas melanozanthos,Spot-winged Grosbeak,spwgro1,146702211,FALSE,Flekkjernebitar
Mycerobas carnipes,White-winged Grosbeak,whwgro1,203936521,FALSE,Einerkjernebitar
Hesperiphona vespertina,Evening Grosbeak,evegro,120245,TRUE,Gulbrynkjernebitar
Hesperiphona abeillei,Hooded Grosbeak,hoogro1,12954,FALSE,Tåkekjernebitar
Coccothraustes coccothraustes,Hawfinch,hawfin,214510531,TRUE,Kjernebitar
Eophona migratoria,Chinese Grosbeak,yebgro1,30315391,FALSE,Orientkjernebitar
Eophona personata,Japanese Grosbeak,japgro1,281596,FALSE,Gråkjernebitar
Melamprosops phaeosoma,Poo-uli,poouli,112598511,FALSE,Haleakalafink
Paroreomyza maculata,Oahu Alauahio,oahala,26733,FALSE,
†Paroreomyza flammea,Kakawahie,kakawa,,FALSE,
Paroreomyza montana,Maui Alauahio,mauala,203926441,FALSE,Mauiklatrefink
Oreomystis bairdi,Akikiki,akikik,528399611,FALSE,Akikiki
Telespiza cantans,Laysan Finch,layfin,71697,FALSE,
Telespiza ultima,Nihoa Finch,nihfin,88672461,FALSE,Nihoafink
†Rhodacanthis palmeri,Greater Koa-finch,grkfin,,FALSE,
†Rhodacanthis flaviceps,Lesser Koa-finch,lekfin,,FALSE,
†Chloridops kona,Kona Grosbeak,kongro,,FALSE,
Loxioides bailleui,Palila,palila,5850,FALSE,Palila
Psittirostra psittacea,Ou,ou,6030,FALSE,Ou
†Dysmorodreoanis munroi,Lanai Hookbill,lanhoo,,FALSE,
†Akialoa stejnegeri,Kauai Akialoa,greaki4,,FALSE,
†Akialoa ellisiana,Oahu Akialoa,greaki2,,FALSE,
†Akialoa lanaiensis,Lanai Akialoa,,,FALSE,
†Akialoa obscura,Hawaii Akialoa,,,FALSE,
Hemignathus hanapepe,Kauai Nukupuu,nukupu2,,FALSE,Kauainukupuu
†Hemignathus lucidus,Oahu Nukupuu,nukupu3,,FALSE,
Hemignathus affinis,Maui Nukupuu,nukupu1,,FALSE,Mauinukupuu
Hemignathus wilsoni,Akiapolaau,akiapo,559757411,FALSE,
Pseudonestor xanthophrys,Maui Parrotbill,maupar,6080,FALSE,Papegøyefink
†Viridonia sagittirostris,Greater Amakihi,greama,,FALSE,
Magumma parva,Anianiau,aniani,611565774,FALSE,Anianiau
Manucerthia mana,Hawaii Creeper,hawcre,5176,FALSE,Hawaiiklatrefink
Loxops caeruleirostris,Akekee,akekee,389531421,FALSE,Akekee
†Loxops wolstenholmei,Oahu Akepa,akepa2,,FALSE,
Loxops ochraceus,Maui Akepa,akepa3,,FALSE,Mauiakepa
Loxops coccineus,Hawaii Akepa,akepa1,632795765,FALSE,
Chlorodrepanis stejnegeri,Kauai Amakihi,kauama,611565766,FALSE,Tjukknebbamakihi
Chlorodrepanis flava,Oahu Amakihi,oahama,351123181,FALSE,Oahuamakihi
Chlorodrepanis virens,Hawaii Amakihi,hawama,6063,FALSE,
†Drepanis funerea,Black Mamo,blkmam,,FALSE,
†Drepanis pacifica,Hawaii Mamo,hawmam1,,FALSE,
Drepanis coccinea,Iiwi,iiwi,6093,FALSE,Iiwi
Himatione sanguinea,Apapane,apapan,531188111,FALSE,
†Himatione fraithii,Laysan Honeycreeper,apapan2,,FALSE,
Palmeria dolei,Akohekohe,crehon,236863,FALSE,Karnevalsfink
†Ciridops anna,Ula-Ai-Hawane,ulahaw,,FALSE,
Carpodacus erythrinus,Common Rosefinch,comros,619808641,FALSE,Rosenfink
Carpodacus sipahi,Scarlet Finch,scafin1,211072131,FALSE,Skarlaksfink
†Carpodacus ferreorostris,Bonin Grosbeak,bongro1,,FALSE,
Carpodacus rhodochlamys,Red-mantled Rosefinch,remros1,597642501,FALSE,
C. r. grandis,Blyth's Rosefinch,blyros1,483103221,FALSE,
Carpodacus waltoni,Pink-rumped Rosefinch,pirros1,639018578,FALSE,Eosrosenfink
Carpodacus pulcherrimus,Beautiful Rosefinch,bearos1,203942251,FALSE,
Carpodacus edwardsii,Dark-rumped Rosefinch,darros1,647695057,FALSE,Brunrosenfink
Carpodacus rodochroa,Pink-browed Rosefinch,pibros2,173165941,FALSE,Himalayarosenfink
Carpodacus verreauxi,Sharpe's Rosefinch,spwros3,630169150,FALSE,Yunnanrosenfink
Carpodacus rodopeplus,Spot-winged Rosefinch,spwros2,307942681,FALSE,
Carpodacus vinaceus,Vinaceous Rosefinch,vinros2,30556921,FALSE,
Carpodacus formosanus,Taiwan Rosefinch,vinros3,593851861,FALSE,Taiwanrosenfink
Carpodacus synoicus,Sinai Rosefinch,sinros1,207481501,FALSE,
Carpodacus stoliczkae,Pale Rosefinch,palros3,356075711,FALSE,Bleikrosenfink
Carpodacus roborowskii,Tibetan Rosefinch,tibros1,204005471,FALSE,Gulnebbrosenfink
Carpodacus sillemi,Silem's Rosefinch,tahmof1,357761761,FALSE,Karakoramrosenfink
Carpodacus rubicilloides,Streaked Rosefinch,strros1,621598042,FALSE,Skrentrosenfink
Carpodacus rubicilla,Great Rosefinch,greros1,637734226,FALSE,
Carpodacus sibiricus,Long-tailed Rosefinch,lotros1,142905421,FALSE,
Carpodacus puniceus,Red-fronted Rosefinch,refros1,483108241,FALSE,Rubinfink
Carpodacus subhimachalus,Crimson-browed Finch,crbfin3,441509101,FALSE,Rododendronfink
Carpodacus roseus,Pallas's Rosefinch,palros2,165243261,FALSE,Karminfink
