Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,et
Dendroperdix sephaena,Crested Francolin,crefra2,203935661,FALSE,tanufrankoliin (tanu-frankoliinkana)
Peliperdix coqui,Coqui Francolin,coqfra2,277029611,FALSE,
Peliperdix albogularis,White-throated Francolin,whtfra2,203974361,FALSE,põlendikufrankoliin (põlendiku-frankoliinkana)
Peliperdix schlegelii,Schlegel's Francolin,schfra2,310774,FALSE,vöötfrankoliin (vööt-frankoliinkana)
Peliperdix lathami,Latham's Francolin,forfra2,203911761,FALSE,metsfrankoliin (mets-frankoliinkana)
Scleroptila streptophora,Ring-necked Francolin,rinfra2,381524691,FALSE,kraefrankoliin (krae-frankoliinkana)
Scleroptila leivaillantii,Red-winged Francolin,rewfra2,369073831,FALSE,
Scleroptila afra,Grey-winged Francolin,gywfra1,609008514,FALSE,lõunafrankoliin
Scleroptila finschi,Finsch's Francolin,finfra2,625744317,FALSE,punapõsk-frankoliin (punapõsk-frankoliinkana)
Scleroptila psilolaema,Moorland Francolin,moofra2,31365811,FALSE,kanarbikufrankoliin
Scleroptila elgonensis,Elgon Francolin,moofra3,274754931,FALSE,
Scleroptila shelleyi,Shelley's Francolin,shefra1,559895751,FALSE,välufrankoliin
Scleroptila whytei,Whyte's Francolin,shefra3,277097,FALSE,
Scleroptila gutturalis,Orange River Francolin,orrfra2,510309801,FALSE,valgekurk-frankoliin (valgekurk-frankoliinkana)
Bambusicola fytchii,Mountain Bamboo-partridge,mobpar1,53420721,FALSE,mägi-bambuskana
Bambusicola thoracicus,Chinese Bamboo-partridge,chbpar3,48693961,FALSE,bambuskana/taivani bambuskana
Bambusicola sonorivox,Taiwan Bamboo-partridge,taibap1,203928081,FALSE,taivani künkakana
Gallus gallus,Red Junglefowl,redjun,203917071,TRUE,puna-džunglikana (bankiva kana)
Gallus sonneratii,Grey Junglefowl,grejun2,219526241,FALSE,täpik-džunglikana
Gallus lafayetii,Sri Lanka Junglefowl,ceyjun1,223436,FALSE,tseiloni džunglikana
Gallus varius,Green Junglefowl,grejun1,199794101,FALSE,rohe-džunglikana
Tetraophasis obscurus,Chestnut-throated Partridge,verpar1,335063,FALSE,punakurk-mägikana
Tetraophasis szechenyii,Buff-throated Partridge,szepar1,356505841,FALSE,koldkurk-mägikana
Lophophorus impejanus,Himalayan Monal,himmon1,182618261,TRUE,kroon-läikfaasan
Lophophorus sclateri,Sclater's Monal,sclmon1,485571991,FALSE,hõbeselg-läikfaasan
Lophophorus lhuysii,Chinese Monal,chimon1,30554891,FALSE,hiina läikfaasan
Tragopan melanocephalus,Western Tragopan,westra1,618952577,FALSE,tõmmu-helmesfaasan (tõmmutragopan)
Tragopan satyra,Satyr Tragopan,sattra1,633595716,TRUE,saatür-helmesfaasan (saatürtragopan)
Tragopan blythii,Blyth's Tragopan,blytra1,650866542,FALSE,nagalandi helmesfaasan (nagalandi tragopan)
Tragopan temminckii,Temminck's Tragopan,temtra1,483733661,TRUE,puna-helmesfaasan (punatragopan)
Tragopan caboti,Cabot's Tragopan,cabtra1,203899881,FALSE,hele-helmesfaasan (heletragopan)
Ithaginis cruentus,Blood Pheasant,blophe1,30554841,TRUE,püüfaasan
Pucrasia macrolopha,Koklass Pheasant,kokphe1,252246071,FALSE,tuttfaasan
Syrmaticus ellioti,Elliot's Pheasant,ellphe1,,FALSE,valgekõht-faasan
Syrmaticus humiae,Mrs Hume's Pheasant,humphe1,145644081,FALSE,birma faasan
Syrmaticus mikado,Mikado Pheasant,mikphe1,317328501,FALSE,mikaadofaasan
Syrmaticus soemmeringi,Copper Pheasant,copphe1,613262308,FALSE,vaskfaasan
Syrmaticus reevesii,Reeves's Pheasant,reephe1,635867832,FALSE,kuningfaasan
Chrysolophus pictus,Golden Pheasant,golphe,310815,TRUE,kuldfaasan
Chrysolophus amherstiae,Lady Amherst's Pheasant,laaphe1,436928311,TRUE,teemantfaasan
Phasianus colchicus,Common Pheasant,rinphe1,140678461,TRUE,faasan/rohefaasan
P. c. torquatus,Ring-necked Pheasant,rinphe1,140678461,FALSE,
Phasianus versicolor,Green Pheasant,rinphe2,203903461,TRUE,rohefaasan
Crossoptilon crossoptilon,White Eared-pheasant,whieap1,30552051,FALSE,hall-kõrvukfaasan/valge-kõrvukfaasan
Crossoptilon harmani,Tibetan Eared-pheasant,whieap2,325777831,FALSE,hall-kõrvukfaasan
Crossoptilon mantchuricum,Brown Eared-pheasant,brephe1,162445651,FALSE,pruun-kõrvukfaasan
Crossoptilon auritum,Blue Eared-pheasant,blephe1,627003171,FALSE,sini-kõrvukfaasan
Catreus wallichii,Cheer Pheasant,chephe1,517406951,FALSE,viirfaasan
Lophura leucomelanos,Kalij Pheasant,kalphe,5291,FALSE,terasfaasan
Lophura nycthemera,Silver Pheasant,silphe,248929651,FALSE,hõbefaasan
Lophura edwardsi,Edwards's Pheasant,edwphe1,,FALSE,annami faasan
Lophura swinhoii,Swinhoe's Pheasant,swiphe1,258420041,FALSE,valgeselg-faasan
Lophura inornata,Salvadori's Pheasant,salphe1,341125091,FALSE,sumatra kanafaasan
Lophura erythrophthalma,Crestless Fireback,crefir5,280924,FALSE,kuldsaba-kanafaasan
Lophura pyronota,Bornean Crestless Fireback,crefir6,164233,FALSE,kirjufaasan
Lophura ignita,Bornean Crested Fireback,crefir4,609068760,FALSE,rüütelfaasan
Lophura rufa,Malay Crested Fireback,crefir3,327540031,FALSE,rüütelfaasan
Lophura diardi,Siamese Fireback,siafir1,249186261,FALSE,prelaatfaasan
Lophura bulweri,Bulwer's Pheasant,bulphe1,608936216,FALSE,valgesaba-faasan
Perdix perdix,Grey Partridge,grypar,304858,FALSE,Nurmkana
Perdix dauurica,Daurian Partridge,daupar1,647760276,FALSE,habe-nurmkana
Perdix hodgsoniae,Tibetan Partridge,tibpar1,204009351,FALSE,tiibeti nurmkana
Meleagris gallopavo,Wild Turkey,wiltur,73964601,TRUE,metskalkun
Meleagris ocellata,Ocellated Turkey,ocetur1,58635171,TRUE,silmikkalkun
Bonasa umbellus,Ruffed Grouse,rufgro,446222541,FALSE,kraepüü
Bonasa bonasia,Hazel Grouse,hazgro1,59175311,FALSE,Laanepüü
Bonasa sewerzowi,Chinese Grouse,sevgro1,285208,FALSE,mägi-laanepüü
Lagopus lagopus,Willow Grouse,wilpta,207352,FALSE,rabapüü
L. l. scotica,Red Grouse,wilpta1,456744871,FALSE,
Lagopus muta,Rock Ptarmigan,rocpta1,203903791,TRUE,lumepüü
Lagupus leucura,White-tailed Ptarmigan,whtpta1,2503,FALSE,
Dendragapus obscurus,Dusky Grouse,dusgro,157903381,FALSE,nulupüü
Dendragapus fuliginosus,Sooty Grouse,soogro1,465416891,FALSE,
Falcipennis falcipennis,Siberian Grouse,sibgro2,,FALSE,taigapüü
Falcipennis canadensis,Spruce Grouse,sprgro,165528121,FALSE,kuusepüü
Falcipennis franklinii,Franklin's Grouse,,,FALSE,
Tetrao urogallus,Western Capercaillie,wescap1,274032621,TRUE,metsis e. mõtus
Tetrao parvirostris,Black-billed Capercaillie,blbcap1,608578345,FALSE,kivimetsis (kivimõtus)
Lyurus tetrix,Black Grouse,blagro1,2521,FALSE,Teder
Lyurus mlokosiewiczi,Caucasian Grouse,caugro1,,FALSE,mägiteder
Centrocercus urophasianus,Sage Grouse,saggro,50119,FALSE,pujupüü/väike-pujupüü
Centrocercus minimus,Gunnison Grouse,gusgro,253848531,FALSE,väike-pujupüü
Tympanuchus phasianellus,Sharp-tailed Grouse,shtgro,50135,TRUE,välupüü
Tympanuchus cupido,Greater Prairie-chicken,grpchi,191128,TRUE,preeriapüü/väike-preeriapüü
Tympanuchus pallidicinctus,Lesser Prairie-chicken,lepchi,141139,TRUE,väike-preeriapüü
ANSERIFORMES,,,,FALSE,
ANHIMIDAE,Screamers,,,FALSE,
Anhima cornuta,Horned Screamer,horscr1,32242391,FALSE,sarvik-ogatiib (sarvik-tšahha)
Chauna chavaria,Northern Screamer,norscr1,534762281,FALSE,tutt-ogatiib (tutt-tšahha)
Chauna torquata,Southern Screamer,souscr1,212906,TRUE,kaelus-ogatiib (kaelustšahha)
ANSERANATIDAE,Magpie Goose,maggoo1,612141819,FALSE,
Anseranas semipalmata,Magpie Goose,maggoo1,612141819,FALSE,harakhani
ANATIDAE,Ducks Geese Swans,,,FALSE,part sp.
Dendrocygna viduata,White-faced Whistling-duck,wfwduc1,218228,FALSE,valgepõsk-vilepart
Dendrocygna autumnalis,Black-bellied Whistling-duck,bbwduc,74011581,TRUE,punanokk-vilepart
Dendrocygna guttata,Spotted Whistling-duck,spwduc1,611494502,FALSE,täpik-vilepart
Dendrocygna arborea,West Indian Whistling-duck,wiwduc1,140657151,FALSE,palmi-vilepart
Dendrocygna bicolor,Fulvous Whistling-duck,fuwduc,641164476,FALSE,ruuge-vilepart
Dendrocygna eytoni,Plumed Whistling-duck,plwduc1,132566831,FALSE,rohtla-vilepart
Dendrocygna arcuata,Wandering Whistling-duck,wawduc1,132566781,FALSE,roostekõht-vilepart
Dendrocygna javanica,Lesser Whistling-duck,lewduc1,255446121,FALSE,väike-vilepart
Thalassornis leuconotos,White-backed Duck,whbduc1,584433141,FALSE,püttpart
Heteronetta atricapilla,Black-headed Duck,blhduc1,203988231,FALSE,nugipart
Nomonyx dominicus,Masked Duck,masduc,610485753,FALSE,väike-händpart
Oxyura jamaicensis,Ruddy Duck,rudduc,106721,TRUE,valgepõsk-händpart
Oxyura ferruginea,Andean Duck,andduc1,577960601,FALSE,andi händpart
Oxyura vittata,Lake Duck,lakduc1,203988321,FALSE,argentiina händpart
Oxyura australis,Blue-billed Duck,blbduc1,300779311,FALSE,austraalia händpart
Oxyura maccoa,Maccoa Duck,macduc1,640718508,FALSE,aafrika händpart
Oxyura leucocephala,White-headed Duck,whhduc1,534766531,TRUE,stepi-händpart
Biziura lobata,Musk Duck,musduc1,203953171,TRUE,lottpart
Malacorhynchus membranaceus,Pink-eared Duck,pieduc1,464936601,TRUE,koostnokk-part
Stictonetta naevosa,Freckled Duck,freduc1,184685051,FALSE,kiripart
Cereopsis novaehollandiae,Cape Barren Goose,cabgoo1,100811911,FALSE,tuhkhani
Coscoroba coscoroba,Coscoroba Swan,cosswa1,203692881,FALSE,koskoroba (koskorobaluik)
Cygnus melanocoryphus,Black-necked Swan,blnswa2,437219201,FALSE,mustkael-luik
Cygnus atratus,Black Swan,blkswa,265310771,TRUE,mustluik
Cygnus olor,Mute Swan,mutswa,304263951,TRUE,Kühmnokk-luik
Cygnus buccinator,Trumpeter Swan,truswa,527184,TRUE,ameerika laululuik (trompetluik)
Cygnus cygnus,Whooper Swan,whoswa,203932741,TRUE,Laululuik
Cygnus columbianus,Tundra Swan,tunswa,406700341,TRUE,Väikeluik
C. c. bewickii,Bewick's Swan,,,FALSE,
C. c. columbianus,Tundra Swan,tunswa,406700341,TRUE,
Branta bernicla,Brent Goose,brant,65344051,TRUE,Mustlagle
B. b. hrota,Pale-bellied Brent Goose,,,FALSE,
B. b. nigricans,Black bellied Brent Goose,,,FALSE,
Branta leucopsis,Barnacle Goose,bargoo,235525,FALSE,Valgepõsk-lagle
Branta ruficollis,Red-breasted Goose,rebgoo1,203969961,FALSE,Punakael-lagle
Branta hutchinsii,Cackling Goose,cacgoo1,137826,FALSE,eskimo lagle/kanada lagle
Branta canadensis,Canada Goose,cangoo,53519641,TRUE,eskimo lagle/kanada lagle
Branta sandvicensis,Hawaiian Goose,hawgoo,129212,FALSE,nenelagle
Anser canagicus,Emperor Goose,empgoo,32797351,FALSE,randhani
Anser caerulescens,Snow Goose,snogoo,387012351,FALSE,Lumehani
Anser rossii,Ross's Goose,rosgoo,113756861,FALSE,väike-lumehani
Anser indicus,Bar-headed Goose,bahgoo,651601089,FALSE,vööthani
Anser anser,Greylag Goose,gragoo,215162391,TRUE,hallhani e. roohani
Anser cygnoid,Swan Goose,swagoo1,203914111,FALSE,stepihani
Anser fabalis,Bean Goose,taibeg1,650553197,FALSE,rabahani
A. f. middendorffii,Middendorff’s Bean-Goose,,,FALSE,
A. f. serrirostris,Tundra Bean Goose,,,FALSE,
Anser brachyrhynchus,Pink-footed Goose,pifgoo,57969501,FALSE,Lühinokk-hani
Anser albifrons,Greater White-fronted Goose,gwfgoo,31730051,FALSE,Suur-laukhani
A. a. flavirostris,Grenland White-fronted Goose,,,FALSE,grööni suur-laukhani
Anser erythropus,Lesser White-fronted Goose,lwfgoo,170171551,FALSE,Väike-laukhani
Clangula hyemalis,Long-tailed Duck,lotduc,32797411,FALSE,Aul
Somateria fischeri,Spectacled Eider,speeid,31729111,FALSE,prillhahk
Somateria spectabilis,King Eider,kineid,59448,TRUE,kuninghahk
Somateria mollissima,Common Eider,comeid,279182411,TRUE,Hahk
Polysticta stelleri,Steller's Eider,steeid,31729061,FALSE,kirjuhahk
Melanitta perspicillata,Surf Scoter,sursco,642422718,FALSE,prillvaeras
Melanitta fusca,Velvet Scoter,whwsco3,323642761,FALSE,tõmmuvaeras/ameerika tõmmuvaeras/siberi tõmmuvaeras
Melanitta stejnegeri,Siberian Scoter,whwsco1,647992665,FALSE,siberi tõmmuvaeras
Melanitta deglandi,White-winged Scoter,whwsco2,191358,FALSE,tõmmuvaeras/ameerika tõmmuvaeras/siberi tõmmuvaeras
Melanitta nigra,Black Scoter,blksco1,446580781,FALSE,mustvaeras/ida-mustvaeras
Melanitta americana,American Scoter,blksco2,169277571,FALSE,ida-mustvaeras
Bucephala albeola,Bufflehead,buffle,138213,FALSE,sõnnpea-sõtkas
Bucephala clangula,Common Goldeneye,comgol,304684,TRUE,Sõtkas
Bucephala islandica,Barrow's Goldeneye,bargol,626998827,TRUE,läänesõtkas
Mergellus albellus,Smew,smew,,TRUE,väikekoskel e. pudukoskel
Lophodytes cucullatus,Hooded Merganser,hoomer,582897021,TRUE,kübarkoskel
Mergus merganser,Goosander,commer,208071711,TRUE,Jääkoskel
Mergus squamatus,Scaly-sided Merganser,scsmer1,,FALSE,soomuskoskel
Mergus serrator,Red-breasted Merganser,rebmer,3786,TRUE,Rohukoskel
†Mergus australis,Auckland Merganser,,,FALSE,
Mergus octosetaceus,Brazilian Merganser,bramer1,203917611,TRUE,brasiilia koskel
Histrionicus histrionicus,Harlequin Duck,harduc,3781,TRUE,kärestikuaul
†Camptorhynchus labradorius,Labrador Duck,labduc,,FALSE,
Neochen jubata,Orinoco Goose,origoo1,306736691,TRUE,selvahani
Chloephaga melanoptera,Andean Goose,andgoo1,189509,FALSE,mägi-nösuhani
Chloephaga picta,Upland Goose,uplgoo1,42753311,FALSE,niidu-nösuhani
Chloephaga hybrida,Kelp Goose,kelgoo1,203969741,FALSE,meri-nösuhani
Chloephaga poliocephala,Ashy-headed Goose,ashgoo1,585131071,FALSE,mets-nösuhani
Chloephaga rubidiceps,Ruddy-headed Goose,ruhgoo1,390715661,FALSE,väike-nösuhani
Radjah radjah,Radjah Shelduck,radshe1,63185731,FALSE,valge-ristpart
Alopochen aegyptiaca,Egyptian Goose,egygoo,446562581,FALSE,vaaraohani
†Alopochen mauritiana,Mauritius Shelduck,maushe1,,FALSE,
†Alopochen kervazoi,Reunion Shelduck,reushe1,,FALSE,
Tadorna tadorna,Common Shelduck,comshe,352713301,FALSE,Ristpart
Tadorna ferruginea,Ruddy Shelduck,rudshe,305780351,TRUE,Tulipart
Tadorna cana,South African Shelduck,soashe1,278275,FALSE,kapi tulipart
Tadorna tadornoides,Australian Shelduck,ausshe1,345070411,TRUE,billabongipart
Tadorna variegata,Paradise Shelduck,parshe1,4130,TRUE,paradiisipart
Tadorna cristata,Crested Shelduck,creshe1,,FALSE,vikerpart
Plectropterus gambensis,Spur-winged Goose,spwgoo1,206409541,FALSE,toonehani
Cairina moschata,Muscovy Duck,musduc,92475411,TRUE,muskuspart
Sarkidiornis sylvicola,American Comb Duck,comduc3,,FALSE,
Sarkidiornis melanotos,African Comb Duck,comduc2,377764471,FALSE,kühmnokk-part
Nettapus auritus,African Pygmy-goose,afrpyg1,21635741,FALSE,aafrika pisipart
Nettapus coromandelianus,Cotton Pygmy-goose,copgoo1,231240521,FALSE,kaelus-pisipart
Nettapus pulchellus,Green Pygmy-goose,grnpyg1,614840111,TRUE,viir-pisipart
Callonetta leucophrys,Ringed Teal,rintea1,203986511,FALSE,guaranii part
Aix sponsa,Wood Duck,wooduc,179353,TRUE,mõrsjapart
Aix galericulata,Mandarin Duck,manduc,95630431,TRUE,mandariinpart
Chenonetta jubata,Maned Duck,manduc1,247785131,TRUE,rohupart
†Chenonetta finschi,Finsch's Duck,finduc1,,FALSE,
Hymenolaimus malacorhynchos,Blue Duck,bluduc1,203922021,TRUE,maoori kosepart
Merganetta armata,Torrent Duck,torduc1,620823428,FALSE,andi kosepart
Pteronetta hartlaubii,Hartlaub's Duck,harduc1,632942906,FALSE,kaneelpart
Cyanochen cyanoptera,Blue-winged Goose,buwgoo1,204011591,FALSE,neegushani
Marmaronetta angustirostris,Marbled Duck,martea1,542976871,FALSE,marmorpart
Asacornis scutulata,White-winged Wood Duck,,,FALSE,tontpart
Netta rufina,Red-crested Pochard,recpoc,588459801,FALSE,Punanokk-vart
Netta peposaca,Rosy-billed Pochard,robpoc1,203988301,FALSE,pampavart
Netta erythrophthalma,Southern Pochard,soupoc1,608850905,FALSE,savannivart
Aythya ferina,Common Pochard,compoc,62513831,FALSE,Punapea-vart
Aythya americana,Redhead,redhea,139672,FALSE,preeriavart
Aythya valisineria,Canvasback,canvas,618280036,TRUE,suurvart
Aythya australis,Hardhead,wheduc1,283721771,FALSE,austraalia vart
Aythya innotata,Madagascar Pochard,madpoc1,501097871,FALSE,madagaskari vart
Aythya baeri,Baer's Pochard,baepoc1,,FALSE,amuuri vart
Aythya nyroca,Ferruginous Duck,ferduc,91252571,FALSE,valgesilm-vart e. ruskevart
Aythya novaeseelandiae,New Zealand Scaup,nezsca1,3536,TRUE,maoori vart
Aythya collaris,Ring-necked Duck,rinduc,465097181,FALSE,lannuvart
Aythya fuligula,Tufted Duck,tufduc,59185381,FALSE,Tuttvart
Aythya marila,Greater Scaup,gresca,137825,TRUE,Merivart
Aythya affinis,Lesser Scaup,lessca,634383986,FALSE,väike-merivart
Rhodonessa caryophyllacea,Pink-headed Duck,pihduc1,,FALSE,roosavart
Salvadorina waigiuensis,Salvadori's Teal,saltea1,203917821,FALSE,paapua kosepart
Tachyeres patachonicus,Flying Steamerduck,flystd1,22615781,FALSE,järve-aurikpart
Tachyeres leucocephalus,White-headed Steamerduck,whhstd1,203959981,FALSE,valgepea-aurikpart
Tachyeres pteneres,Magellanic Steamerduck,flistd1,203963491,FALSE,suur-aurikpart
Tachyeres brachypterus,Falkland Steamerduck,falstd1,21809931,FALSE,falklandi aurikpart
Lophonetta specularioides,Crested Duck,creduc1,203969711,FALSE,lakkpart
Speculanas specularis,Spectacled Duck,speduc2,124451131,FALSE,maniskpart
Amazonetta brasiliensis,Brazilian Teal,bratea1,468674531,TRUE,brasiilia part
Spatula querquedula,Garganey,gargan,617507448,FALSE,Rägapart
Spatula hottentota,Hottentot Teal,hottea1,97425,FALSE,väike-üllpart
Spatula puna,Puna Teal,puntea1,613597026,FALSE,mägi-üllpart
Spatula versicolor,Silver Teal,siltea1,373643011,FALSE,pampa-üllpart
Spatula platalea,Red Shoveler,redsho1,625193904,FALSE,täpik-luitsnokkpart
Spatula smithii,Cape Shoveler,capsho1,621707842,FALSE,kapimaa luitsnokk-part
Spatula rhynchotis,Australian Shoveler,aussho1,168131841,TRUE,austraalia luitsnokk-part
Spatula clypeata,Northern Shoveler,norsho,296948,TRUE,Luitsnokk-part
Spatula cyanoptera,Cinnamon Teal,cintea,329230571,FALSE,puna-rägapart
Spatula discors,Blue-winged Teal,buwtea,159161811,TRUE,sini-rägapart
Sibirionetta formosa,Baikal Teal,baitea,63596511,FALSE,kuupart
Mareca falcata,Falcated Duck,falduc,601476851,FALSE,sirppart
Mareca strepera,Gadwall,gadwal,310887101,FALSE,Rääkspart
Mareca penelope,Eurasian Wigeon,eurwig,416499351,TRUE,Viupart
Mareca americana,American Wigeon,amewig,147386421,TRUE,ameerika viupart
Mareca sibilatrix,Chiloe Wigeon,chiwig1,124452051,TRUE,patagoonia viupart
Anas sparsa,African Black Duck,afbduc1,203938571,FALSE,helmespart
Anas undulata,Yellow-billed Duck,yebduc1,621707832,FALSE,väävelnokk-part
Anas melleri,Meller's Duck,melduc1,501097451,FALSE,malagassi part
Anas superciliosa,Pacific Black Duck,pabduc1,239219561,TRUE,tõmmupart
Anas luzonica,Philippine Duck,phiduc1,214319841,FALSE,filipiini part
Anas zonorhyncha,Chinese Spot-billed Duck,spbduc,346897381,FALSE,hiina laiknokk-part
Anas poecilorhyncha,Indian Spot-billed Duck,isbduc1,204024871,FALSE,laiknokk-part
Anas laysanensis,Laysan Duck,layduc,486345111,FALSE,laysani sinikael-part
Anas platyrhynchos,Mallard,mallar3,304089,TRUE,sinikael-part
Anas rubripes,American Black Duck,ambduc,252598451,FALSE,nõgipart
Anas fulvigula,Mottled Duck,motduc,639039836,FALSE,rand-sinikaelpart
Anas wyviliana,Hawaiian Duck,hawduc,473452801,FALSE,
†Anas theodori,Mauritius Duck,mauduc1,,FALSE,
Anas albogularis,Andaman Teal,andtea1,635416168,FALSE,pruun-piilpart
Anas gibberifrons,Sunda Teal,suntea1,554533351,FALSE,pruun-piilpart
Anas gracilis,Grey Teal,gretea1,101312381,TRUE,austraalia piilpart
Anas castanea,Chestnut Teal,chetea1,204020781,FALSE,kastan-piilpart
Anas chlorotis,Brown Teal,brotea1,203926471,FALSE,pateke-piilpart
Anas aucklandica,Brown Teal,auitea1,631228261,FALSE,pateke-piilpart
Anas nesiotis,Campbell Teal,caitea1,191470871,FALSE,campbelli piilpart
Anas bernieri,Madagascar Teal,bertea1,502014051,FALSE,madagaskari piilpart
Anas capensis,Cape Teal,captea1,609054550,FALSE,hõbe-piilpart
Anas bahamensis,White-cheeked Pintail,whcpin,89697731,FALSE,mangroovipart
Anas erythrorhyncha,Red-billed Teal,rebduc1,502035921,FALSE,tulinokk-part
Anas acuta,Northern Pintail,norpin,386237831,TRUE,soopart
Anas eatoni,Southern Pintail,eatpin1,,FALSE,kergueleni soopart
†Anas marecula,Amsterdam Duck,amsduc1,,FALSE,
Anas georgica,Yellow-billed Pintail,yebpin1,475879051,FALSE,koldnokk-soopart
Anas crecca,Common Teal,gnwtea,397241321,TRUE,Piilpart
A. c. carolinensis,Green-winged Teal,gnwtea,397241321,FALSE,ameerika piilpart
Anas andium,Andean Teal,spetea3,58953,FALSE,kolumbia piilpart
Anas flavirostris,Speckled Teal,yebtea1,463864771,FALSE,kolumbia piilpart/koldnokk-piilpart
PODICIPEDIFORMES,,,,FALSE,
PODICIPEDIDAE,Grebes,,,FALSE,
Tachybaptus ruficollis,Little Grebe,litgre1,109605121,TRUE,väikepütt
†Tachybaptus rufolavatus,Alaotra Grebe,alagre1,,FALSE,
Tachybaptus novaehollandiae,Australasian Grebe,ausgre1,611422409,FALSE,austraalia väikepütt
Tachybaptus pelzelni,Madagascar Grebe,madgre1,93697,FALSE,madagaskari väikepütt
Tachybaptus dominicus,Least Grebe,leagre,575610581,FALSE,ameerika väikepütt
Podilymbus podiceps,Pied-billed Grebe,pibgre,131025131,TRUE,vöötnokk-pütt
†Podilymbus gigas,Atitlan Grebe,atigre1,943,FALSE,
Rollandia rolland,White-tufted Grebe,whtgre3,477283851,FALSE,kõrvukpütt
Rollandia microptera,Titicaca Grebe,titgre1,647134154,TRUE,titicaca pütt
Poliocephalus poliocephalus,Hoary-headed Grebe,hohgre1,99561861,FALSE,viirpea-pütt
Poliocephalus rufopectus,New Zealand Grebe,nezgre1,286680201,TRUE,maoori pütt
Podiceps major,Great Grebe,gregre1,440914901,FALSE,hiidpütt
Podiceps grisegena,Red-necked Grebe,rengre,345214271,FALSE,hallpõsk-pütt
Podiceps cristatus,Great Crested Grebe,grcgre1,304794,TRUE,Tuttpütt
Podiceps auritus,Horned Grebe,horgre,138207,FALSE,Sarvikpütt
Podiceps nigricollis,Black-necked Grebe,eargre,353764321,TRUE,mustkael-pütt
†Podiceps andinus,Colombian Grebe,colgre1,,FALSE,
Podiceps juninensis,Northern Silvery Grebe,,,FALSE,
Podiceps occipitalis,Southern Silvery Grebe,silgre1,513976181,FALSE,hõbepütt
Podiceps taczanowskii,Junin Grebe,jungre1,31433401,FALSE,juníni pütt
Podiceps gallardoi,Hooded Grebe,hoogre1,204017041,FALSE,lumipütt
Aechmophorus occidentalis,Western Grebe,wesgre,70246371,FALSE,suurpütt/hele-suurpütt
Aechmophorus clarkii,Clark's Grebe,clagre,254971331,TRUE,hele-suurpütt
