Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,fi
Scleroptila gutturalis,Orange River Francolin,orrfra2,510309801,FALSE,oranjenfrankoliini
Bambusicola fytchii,Mountain Bamboo-partridge,mobpar1,53420721,FALSE,bambupyy
Bambusicola thoracicus,Chinese Bamboo-partridge,chbpar3,48693961,FALSE,pikkubambupyy
Bambusicola sonorivox,Taiwan Bamboo-partridge,taibap1,203928081,FALSE,taiwaninpyy
Gallus gallus,Red Junglefowl,redjun,203917071,TRUE,punaviidakkokana
Gallus sonneratii,Grey Junglefowl,grejun2,219526241,FALSE,harmaaviidakkokana
Gallus lafayetii,Sri Lanka Junglefowl,ceyjun1,223436,FALSE,srilankanviidakkokana
Gallus varius,Green Junglefowl,grejun1,199794101,FALSE,viherviidakkokana
Tetraophasis obscurus,Chestnut-throated Partridge,verpar1,335063,FALSE,lumipyy
Tetraophasis szechenyii,Buff-throated Partridge,szepar1,356505841,FALSE,metsälumipyy
Lophophorus impejanus,Himalayan Monal,himmon1,182618261,TRUE,töyhtöloistofasaani
Lophophorus sclateri,Sclater's Monal,sclmon1,485571991,FALSE,loistofasaani
Lophophorus lhuysii,Chinese Monal,chimon1,30554891,FALSE,kiinanloistofasaani
Tragopan melanocephalus,Western Tragopan,westra1,618952577,FALSE,kashmirintragopaani
Tragopan satyra,Satyr Tragopan,sattra1,633595716,TRUE,satyyritragopaani
Tragopan blythii,Blyth's Tragopan,blytra1,650866542,FALSE,burmantragopaani
Tragopan temminckii,Temminck's Tragopan,temtra1,483733661,TRUE,himalajantragopaani
Tragopan caboti,Cabot's Tragopan,cabtra1,203899881,FALSE,kiinantragopaani
Ithaginis cruentus,Blood Pheasant,blophe1,30554841,TRUE,verifasaani
Pucrasia macrolopha,Koklass Pheasant,kokphe1,252246071,FALSE,töyhtöfasaani
Syrmaticus ellioti,Elliot's Pheasant,ellphe1,,FALSE,peruukkifasaani
Syrmaticus humiae,Mrs Hume's Pheasant,humphe1,145644081,FALSE,burmanfasaani
Syrmaticus mikado,Mikado Pheasant,mikphe1,317328501,FALSE,mikadofasaani
Syrmaticus soemmeringi,Copper Pheasant,copphe1,613262308,FALSE,kuparifasaani
Syrmaticus reevesii,Reeves's Pheasant,reephe1,635867832,FALSE,kuningasfasaani
Chrysolophus pictus,Golden Pheasant,golphe,310815,TRUE,kultafasaani
Chrysolophus amherstiae,Lady Amherst's Pheasant,laaphe1,436928311,TRUE,platinafasaani
Phasianus colchicus,Common Pheasant,rinphe1,140678461,TRUE,fasaani/viherfasaani
P. c. torquatus,Ring-necked Pheasant,rinphe1,140678461,FALSE,
Phasianus versicolor,Green Pheasant,rinphe2,203903461,TRUE,viherfasaani
Crossoptilon crossoptilon,White Eared-pheasant,whieap1,30552051,FALSE,harmaakorva-/valkokorvafasaani
Crossoptilon harmani,Tibetan Eared-pheasant,whieap2,325777831,FALSE,harmaakorvafasaani
Crossoptilon mantchuricum,Brown Eared-pheasant,brephe1,162445651,FALSE,ruskokorvafasaani
Crossoptilon auritum,Blue Eared-pheasant,blephe1,627003171,FALSE,sinikorvafasaani
Catreus wallichii,Cheer Pheasant,chephe1,517406951,FALSE,harmaafasaani
Lophura leucomelanos,Kalij Pheasant,kalphe,5291,FALSE,teräsfasaani
Lophura nycthemera,Silver Pheasant,silphe,248929651,FALSE,hopeafasaani
Lophura edwardsi,Edwards's Pheasant,edwphe1,,FALSE,annaminfasaani
Lophura swinhoii,Swinhoe's Pheasant,swiphe1,258420041,FALSE,taiwaninfasaani
Lophura inornata,Salvadori's Pheasant,salphe1,341125091,FALSE,sumatranfasaani
Lophura erythrophthalma,Crestless Fireback,crefir5,280924,FALSE,punaperäfasaani
Lophura pyronota,Bornean Crestless Fireback,crefir6,164233,FALSE,
Lophura ignita,Bornean Crested Fireback,crefir4,609068760,FALSE,kruunufasaani
Lophura rufa,Malay Crested Fireback,crefir3,327540031,FALSE,
Lophura diardi,Siamese Fireback,siafir1,249186261,FALSE,savufasaani
Lophura bulweri,Bulwer's Pheasant,bulphe1,608936216,FALSE,borneonfasaani
Perdix perdix,Grey Partridge,grypar,304858,FALSE,peltopyy
Perdix dauurica,Daurian Partridge,daupar1,647760276,FALSE,partapeltopyy
Perdix hodgsoniae,Tibetan Partridge,tibpar1,204009351,FALSE,tiibetinpyy
Meleagris gallopavo,Wild Turkey,wiltur,73964601,TRUE,kalkkuna
Meleagris ocellata,Ocellated Turkey,ocetur1,58635171,TRUE,jukataninkalkkuna
Bonasa umbellus,Ruffed Grouse,rufgro,446222541,FALSE,röyhelöpyy
Bonasa bonasia,Hazel Grouse,hazgro1,59175311,FALSE,pyy
Bonasa sewerzowi,Chinese Grouse,sevgro1,285208,FALSE,kiinanpyy
Lagopus lagopus,Willow Grouse,wilpta,207352,FALSE,riekko
L. l. scotica,Red Grouse,wilpta1,456744871,FALSE,
Lagopus muta,Rock Ptarmigan,rocpta1,203903791,TRUE,kiiruna
Lagupus leucura,White-tailed Ptarmigan,whtpta1,2503,FALSE,
Dendragapus obscurus,Dusky Grouse,dusgro,157903381,FALSE,tyhkapyy/nokipyy
Dendragapus fuliginosus,Sooty Grouse,soogro1,465416891,FALSE,nokipyy
Falcipennis falcipennis,Siberian Grouse,sibgro2,,FALSE,amurinpyy
Falcipennis canadensis,Spruce Grouse,sprgro,165528121,FALSE,kanadanpyy
Falcipennis franklinii,Franklin's Grouse,,,FALSE,kanadanpyy (franklinii/isleibi)
Tetrao urogallus,Western Capercaillie,wescap1,274032621,TRUE,metso
Tetrao parvirostris,Black-billed Capercaillie,blbcap1,608578345,FALSE,siperianmetso
Lyurus tetrix,Black Grouse,blagro1,2521,FALSE,teeri
Lyurus mlokosiewiczi,Caucasian Grouse,caugro1,,FALSE,kaukasianteeri
Centrocercus urophasianus,Sage Grouse,saggro,50119,FALSE,marunakana/pikkumarunakana
Centrocercus minimus,Gunnison Grouse,gusgro,253848531,FALSE,pikkumarunakana
Tympanuchus phasianellus,Sharp-tailed Grouse,shtgro,50135,TRUE,suippopyrstökana
Tympanuchus cupido,Greater Prairie-chicken,grpchi,191128,TRUE,preeriakana/pikkupreeriakana
Tympanuchus pallidicinctus,Lesser Prairie-chicken,lepchi,141139,TRUE,pikkupreeriakana
ANSERIFORMES,,,,FALSE,
ANHIMIDAE,Screamers,,,FALSE,
Anhima cornuta,Horned Screamer,horscr1,32242391,FALSE,sarviromisko
Chauna chavaria,Northern Screamer,norscr1,534762281,FALSE,kolumbianromisko
Chauna torquata,Southern Screamer,souscr1,212906,TRUE,töyhtöromisko
ANSERANATIDAE,Magpie Goose,maggoo1,612141819,FALSE,
Anseranas semipalmata,Magpie Goose,maggoo1,612141819,FALSE,puuhanhi
ANATIDAE,Ducks Geese Swans,,,FALSE,sorsat
Dendrocygna viduata,White-faced Whistling-duck,wfwduc1,218228,FALSE,naamioviheltäjäsorsa
Dendrocygna autumnalis,Black-bellied Whistling-duck,bbwduc,74011581,TRUE,punaviheltäjäsorsa
Dendrocygna guttata,Spotted Whistling-duck,spwduc1,611494502,FALSE,täpläviheltäjäsorsa
Dendrocygna arborea,West Indian Whistling-duck,wiwduc1,140657151,FALSE,karibianviheltäjäsorsa
Dendrocygna bicolor,Fulvous Whistling-duck,fuwduc,641164476,FALSE,ruskoviheltäjäsorsa
Dendrocygna eytoni,Plumed Whistling-duck,plwduc1,132566831,FALSE,sirppiviheltäjäsorsa
Dendrocygna arcuata,Wandering Whistling-duck,wawduc1,132566781,FALSE,suomuviheltäjäsorsa
Dendrocygna javanica,Lesser Whistling-duck,lewduc1,255446121,FALSE,intianviheltäjäsorsa
Thalassornis leuconotos,White-backed Duck,whbduc1,584433141,FALSE,lampisorsa
Heteronetta atricapilla,Black-headed Duck,blhduc1,203988231,FALSE,loissorsa
Nomonyx dominicus,Masked Duck,masduc,610485753,FALSE,naamiokuparisorsa
Oxyura jamaicensis,Ruddy Duck,rudduc,106721,TRUE,kuparisorsa
Oxyura ferruginea,Andean Duck,andduc1,577960601,FALSE,andienkuparisorsa
Oxyura vittata,Lake Duck,lakduc1,203988321,FALSE,argentiinankuparisorsa
Oxyura australis,Blue-billed Duck,blbduc1,300779311,FALSE,australiankuparisorsa
Oxyura maccoa,Maccoa Duck,macduc1,640718508,FALSE,afrikankuparisorsa
Oxyura leucocephala,White-headed Duck,whhduc1,534766531,TRUE,valkopääsorsa
Biziura lobata,Musk Duck,musduc1,203953171,TRUE,helttasorsa
Malacorhynchus membranaceus,Pink-eared Duck,pieduc1,464936601,TRUE,liuskanokkasorsa
Stictonetta naevosa,Freckled Duck,freduc1,184685051,FALSE,tuhkasorsa
Cereopsis novaehollandiae,Cape Barren Goose,cabgoo1,100811911,FALSE,tuhkahanhi
Coscoroba coscoroba,Coscoroba Swan,cosswa1,203692881,FALSE,ankkajoutsen
Cygnus melanocoryphus,Black-necked Swan,blnswa2,437219201,FALSE,mustakaulajoutsen
Cygnus atratus,Black Swan,blkswa,265310771,TRUE,mustajoutsen
Cygnus olor,Mute Swan,mutswa,304263951,TRUE,kyhmyjoutsen
Cygnus buccinator,Trumpeter Swan,truswa,527184,TRUE,trumpettijoutsen
Cygnus cygnus,Whooper Swan,whoswa,203932741,TRUE,laulujoutsen
Cygnus columbianus,Tundra Swan,tunswa,406700341,TRUE,pikkujoutsen
C. c. bewickii,Bewick's Swan,,,FALSE,
C. c. columbianus,Tundra Swan,tunswa,406700341,TRUE,
Branta bernicla,Brent Goose,brant,65344051,TRUE,sepelhanhi
B. b. hrota,Pale-bellied Brent Goose,,,FALSE,
B. b. nigricans,Black bellied Brent Goose,,,FALSE,
Branta leucopsis,Barnacle Goose,bargoo,235525,FALSE,valkoposkihanhi
Branta ruficollis,Red-breasted Goose,rebgoo1,203969961,FALSE,punakaulahanhi
Branta hutchinsii,Cackling Goose,cacgoo1,137826,FALSE,pikkukanadanhanhi/kanadanhanhi
Branta canadensis,Canada Goose,cangoo,53519641,TRUE,pikkukanadanhanhi/kanadanhanhi
Branta sandvicensis,Hawaiian Goose,hawgoo,129212,FALSE,havaijinhanhi
Anser canagicus,Emperor Goose,empgoo,32797351,FALSE,beringinhanhi
Anser caerulescens,Snow Goose,snogoo,387012351,FALSE,lumihanhi
Anser rossii,Ross's Goose,rosgoo,113756861,FALSE,eskimohanhi
Anser indicus,Bar-headed Goose,bahgoo,651601089,FALSE,tiibetinhanhi
Anser anser,Greylag Goose,gragoo,215162391,TRUE,merihanhi
Anser cygnoid,Swan Goose,swagoo1,203914111,FALSE,joutsenhanhi
Anser fabalis,Bean Goose,taibeg1,650553197,FALSE,taigametsähanhi
A. f. middendorffii,Middendorff’s Bean-Goose,,,FALSE,
A. f. serrirostris,Tundra Bean Goose,,,FALSE,
Anser brachyrhynchus,Pink-footed Goose,pifgoo,57969501,FALSE,lyhytnokkahanhi
Anser albifrons,Greater White-fronted Goose,gwfgoo,31730051,FALSE,tundrahanhi
A. a. flavirostris,Grenland White-fronted Goose,,,FALSE,tundrahanhi (flavirostris)
Anser erythropus,Lesser White-fronted Goose,lwfgoo,170171551,FALSE,kiljuhanhi
Clangula hyemalis,Long-tailed Duck,lotduc,32797411,FALSE,alli
Somateria fischeri,Spectacled Eider,speeid,31729111,FALSE,silmälasihaahka
Somateria spectabilis,King Eider,kineid,59448,TRUE,kyhmyhaahka
Somateria mollissima,Common Eider,comeid,279182411,TRUE,haahka
Polysticta stelleri,Steller's Eider,steeid,31729061,FALSE,allihaahka
Melanitta perspicillata,Surf Scoter,sursco,642422718,FALSE,pilkkaniska
Melanitta fusca,Velvet Scoter,whwsco3,323642761,FALSE,pilkkasiipi
Melanitta stejnegeri,Siberian Scoter,whwsco1,647992665,FALSE,kyhmypilkkasiipi (stejnegeri)
Melanitta deglandi,White-winged Scoter,whwsco2,191358,FALSE,pilkkasiipi
Melanitta nigra,Black Scoter,blksco1,446580781,FALSE,mustalintu/amerikanmustalintu
Melanitta americana,American Scoter,blksco2,169277571,FALSE,Amerikanmustalintu
Bucephala albeola,Bufflehead,buffle,138213,FALSE,pikkutelkkä
Bucephala clangula,Common Goldeneye,comgol,304684,TRUE,telkkä
Bucephala islandica,Barrow's Goldeneye,bargol,626998827,TRUE,amerikantelkkä
Mergellus albellus,Smew,smew,,TRUE,uivelo
Lophodytes cucullatus,Hooded Merganser,hoomer,582897021,TRUE,harjakoskelo
Mergus merganser,Goosander,commer,208071711,TRUE,isokoskelo
Mergus squamatus,Scaly-sided Merganser,scsmer1,,FALSE,amurinkoskelo
Mergus serrator,Red-breasted Merganser,rebmer,3786,TRUE,tukkakoskelo
†Mergus australis,Auckland Merganser,,,FALSE,
Mergus octosetaceus,Brazilian Merganser,bramer1,203917611,TRUE,brasiliankoskelo
Histrionicus histrionicus,Harlequin Duck,harduc,3781,TRUE,virta-alli
†Camptorhynchus labradorius,Labrador Duck,labduc,,FALSE,
Neochen jubata,Orinoco Goose,origoo1,306736691,TRUE,amazonianhanhi
Chloephaga melanoptera,Andean Goose,andgoo1,189509,FALSE,andienhansu
Chloephaga picta,Upland Goose,uplgoo1,42753311,FALSE,valkopäähansu
Chloephaga hybrida,Kelp Goose,kelgoo1,203969741,FALSE,tulimaanhansu
Chloephaga poliocephala,Ashy-headed Goose,ashgoo1,585131071,FALSE,harmaapäähansu
Chloephaga rubidiceps,Ruddy-headed Goose,ruhgoo1,390715661,FALSE,punapäähansu
Radjah radjah,Radjah Shelduck,radshe1,63185731,FALSE,pulmussorsa
Alopochen aegyptiaca,Egyptian Goose,egygoo,446562581,FALSE,afrikanhanhi
†Alopochen mauritiana,Mauritius Shelduck,maushe1,,FALSE,
†Alopochen kervazoi,Reunion Shelduck,reushe1,,FALSE,
Tadorna tadorna,Common Shelduck,comshe,352713301,FALSE,ristisorsa
Tadorna ferruginea,Ruddy Shelduck,rudshe,305780351,TRUE,ruostesorsa
Tadorna cana,South African Shelduck,soashe1,278275,FALSE,kapinsorsa
Tadorna tadornoides,Australian Shelduck,ausshe1,345070411,TRUE,australiansorsa
Tadorna variegata,Paradise Shelduck,parshe1,4130,TRUE,paratiisisorsa
Tadorna cristata,Crested Shelduck,creshe1,,FALSE,amurinsorsa
Plectropterus gambensis,Spur-winged Goose,spwgoo1,206409541,FALSE,kynsihanhi
Cairina moschata,Muscovy Duck,musduc,92475411,TRUE,myskisorsa
Sarkidiornis sylvicola,American Comb Duck,comduc3,,FALSE,
Sarkidiornis melanotos,African Comb Duck,comduc2,377764471,FALSE,kyhmysorsa
Nettapus auritus,African Pygmy-goose,afrpyg1,21635741,FALSE,afrikankääpiösorsa
Nettapus coromandelianus,Cotton Pygmy-goose,copgoo1,231240521,FALSE,aasiankääpiösorsa
Nettapus pulchellus,Green Pygmy-goose,grnpyg1,614840111,TRUE,australiankääpiösorsa
Callonetta leucophrys,Ringed Teal,rintea1,203986511,FALSE,pisamatavi
Aix sponsa,Wood Duck,wooduc,179353,TRUE,morsiosorsa
Aix galericulata,Mandarin Duck,manduc,95630431,TRUE,mandariinisorsa
Chenonetta jubata,Maned Duck,manduc1,247785131,TRUE,lyijysorsa
†Chenonetta finschi,Finsch's Duck,finduc1,,FALSE,
Hymenolaimus malacorhynchos,Blue Duck,bluduc1,203922021,TRUE,vuorisorsa
Merganetta armata,Torrent Duck,torduc1,620823428,FALSE,koskisorsa
Pteronetta hartlaubii,Hartlaub's Duck,harduc1,632942906,FALSE,kanelisorsa
Cyanochen cyanoptera,Blue-winged Goose,buwgoo1,204011591,FALSE,etiopianhansu
Marmaronetta angustirostris,Marbled Duck,martea1,542976871,FALSE,marmorisorsa
Asacornis scutulata,White-winged Wood Duck,,,FALSE,sumatransorsa
Netta rufina,Red-crested Pochard,recpoc,588459801,FALSE,punapäänarsku
Netta peposaca,Rosy-billed Pochard,robpoc1,203988301,FALSE,kyhmynarsku
Netta erythrophthalma,Southern Pochard,soupoc1,608850905,FALSE,ruskonarsku
Aythya ferina,Common Pochard,compoc,62513831,FALSE,punasotka
Aythya americana,Redhead,redhea,139672,FALSE,amerikanpunasotka
Aythya valisineria,Canvasback,canvas,618280036,TRUE,isopunasotka
Aythya australis,Hardhead,wheduc1,283721771,FALSE,australiansotka
Aythya innotata,Madagascar Pochard,madpoc1,501097871,FALSE,madagaskarinsotka
Aythya baeri,Baer's Pochard,baepoc1,,FALSE,kiinansotka
Aythya nyroca,Ferruginous Duck,ferduc,91252571,FALSE,ruskosotka
Aythya novaeseelandiae,New Zealand Scaup,nezsca1,3536,TRUE,uudenseelanninsotka
Aythya collaris,Ring-necked Duck,rinduc,465097181,FALSE,amerikantukkasotka
Aythya fuligula,Tufted Duck,tufduc,59185381,FALSE,tukkasotka
Aythya marila,Greater Scaup,gresca,137825,TRUE,lapasotka
Aythya affinis,Lesser Scaup,lessca,634383986,FALSE,pikkulapasotka
Rhodonessa caryophyllacea,Pink-headed Duck,pihduc1,,FALSE,ruusupääsorsa
Salvadorina waigiuensis,Salvadori's Teal,saltea1,203917821,FALSE,papuansorsa
Tachyeres patachonicus,Flying Steamerduck,flystd1,22615781,FALSE,pilkkaviuhtoja
Tachyeres leucocephalus,White-headed Steamerduck,whhstd1,203959981,FALSE,valkopääviuhtoja
Tachyeres pteneres,Magellanic Steamerduck,flistd1,203963491,FALSE,isoviuhtoja
Tachyeres brachypterus,Falkland Steamerduck,falstd1,21809931,FALSE,tyrskyviuhtoja
Lophonetta specularioides,Crested Duck,creduc1,203969711,FALSE,tukkasorsa
Speculanas specularis,Spectacled Duck,speduc2,124451131,FALSE,sepelsorsa
Amazonetta brasiliensis,Brazilian Teal,bratea1,468674531,TRUE,brasiliantavi
Spatula querquedula,Garganey,gargan,617507448,FALSE,heinätavi
Spatula hottentota,Hottentot Teal,hottea1,97425,FALSE,pikkutavi
Spatula puna,Puna Teal,puntea1,613597026,FALSE,ylänkötavi
Spatula versicolor,Silver Teal,siltea1,373643011,FALSE,kalottitavi
Spatula platalea,Red Shoveler,redsho1,625193904,FALSE,argentiinanlapasorsa
Spatula smithii,Cape Shoveler,capsho1,621707842,FALSE,kapinlapasorsa
Spatula rhynchotis,Australian Shoveler,aussho1,168131841,TRUE,australianlapasorsa
Spatula clypeata,Northern Shoveler,norsho,296948,TRUE,lapasorsa
Spatula cyanoptera,Cinnamon Teal,cintea,329230571,FALSE,punatavi
Spatula discors,Blue-winged Teal,buwtea,159161811,TRUE,sinisiipitavi
Sibirionetta formosa,Baikal Teal,baitea,63596511,FALSE,siperiantavi
Mareca falcata,Falcated Duck,falduc,601476851,FALSE,sirppisorsa
Mareca strepera,Gadwall,gadwal,310887101,FALSE,harmaasorsa
Mareca penelope,Eurasian Wigeon,eurwig,416499351,TRUE,haapana
Mareca americana,American Wigeon,amewig,147386421,TRUE,amerikanhaapana
Mareca sibilatrix,Chiloe Wigeon,chiwig1,124452051,TRUE,patagonianhaapana
Anas sparsa,African Black Duck,afbduc1,203938571,FALSE,afrikannokisorsa
Anas undulata,Yellow-billed Duck,yebduc1,621707832,FALSE,keltanokkasorsa
Anas melleri,Meller's Duck,melduc1,501097451,FALSE,madagaskarinsorsa
Anas superciliosa,Pacific Black Duck,pabduc1,239219561,TRUE,juovanaamasorsa
Anas luzonica,Philippine Duck,phiduc1,214319841,FALSE,filippiiniensorsa
Anas zonorhyncha,Chinese Spot-billed Duck,spbduc,346897381,FALSE,hymysorsa
Anas poecilorhyncha,Indian Spot-billed Duck,isbduc1,204024871,FALSE,täplänokkasorsa
Anas laysanensis,Laysan Duck,layduc,486345111,FALSE,laysaninsorsa
Anas platyrhynchos,Mallard,mallar3,304089,TRUE,sinisorsa
Anas rubripes,American Black Duck,ambduc,252598451,FALSE,nokisorsa
Anas fulvigula,Mottled Duck,motduc,639039836,FALSE,suolakkosorsa
Anas wyviliana,Hawaiian Duck,hawduc,473452801,FALSE,
†Anas theodori,Mauritius Duck,mauduc1,,FALSE,
Anas albogularis,Andaman Teal,andtea1,635416168,FALSE,suomutavi
Anas gibberifrons,Sunda Teal,suntea1,554533351,FALSE,suomutavi
Anas gracilis,Grey Teal,gretea1,101312381,TRUE,suomutavi
Anas castanea,Chestnut Teal,chetea1,204020781,FALSE,australiantavi
Anas chlorotis,Brown Teal,brotea1,203926471,FALSE,ruskotavi
Anas aucklandica,Brown Teal,auitea1,631228261,FALSE,ruskotavi
Anas nesiotis,Campbell Teal,caitea1,191470871,FALSE,dentintavi
Anas bernieri,Madagascar Teal,bertea1,502014051,FALSE,madagaskarintavi
Anas capensis,Cape Teal,captea1,609054550,FALSE,punanokkatavi
Anas bahamensis,White-cheeked Pintail,whcpin,89697731,FALSE,valkoposkisorsa
Anas erythrorhyncha,Red-billed Teal,rebduc1,502035921,FALSE,punanokkasorsa
Anas acuta,Northern Pintail,norpin,386237831,TRUE,jouhisorsa
Anas eatoni,Southern Pintail,eatpin1,,FALSE,kergueleninjouhisorsa
†Anas marecula,Amsterdam Duck,amsduc1,,FALSE,
Anas georgica,Yellow-billed Pintail,yebpin1,475879051,FALSE,suippopyrstösorsa
Anas crecca,Common Teal,gnwtea,397241321,TRUE,tavi
A. c. carolinensis,Green-winged Teal,gnwtea,397241321,FALSE,amerikantavi
Anas andium,Andean Teal,spetea3,58953,FALSE,pohjoisandientavi
Anas flavirostris,Speckled Teal,yebtea1,463864771,FALSE,pohjoisandientavi/harmaatavi
PODICIPEDIFORMES,,,,FALSE,
PODICIPEDIDAE,Grebes,,,FALSE,
Tachybaptus ruficollis,Little Grebe,litgre1,109605121,TRUE,pikku-uikku
†Tachybaptus rufolavatus,Alaotra Grebe,alagre1,,FALSE,
Tachybaptus novaehollandiae,Australasian Grebe,ausgre1,611422409,FALSE,australianuikku
Tachybaptus pelzelni,Madagascar Grebe,madgre1,93697,FALSE,madagaskarinuikku
Tachybaptus dominicus,Least Grebe,leagre,575610581,FALSE,kääpiöuikku
Podilymbus podiceps,Pied-billed Grebe,pibgre,131025131,TRUE,paksunokkauikku
†Podilymbus gigas,Atitlan Grebe,atigre1,943,FALSE,
Rollandia rolland,White-tufted Grebe,whtgre3,477283851,FALSE,valkotöyhtöuikku
Rollandia microptera,Titicaca Grebe,titgre1,647134154,TRUE,titicacanuikku
Poliocephalus poliocephalus,Hoary-headed Grebe,hohgre1,99561861,FALSE,mustaniskauikku
Poliocephalus rufopectus,New Zealand Grebe,nezgre1,286680201,TRUE,uudenseelanninuikku
Podiceps major,Great Grebe,gregre1,440914901,FALSE,isouikku
Podiceps grisegena,Red-necked Grebe,rengre,345214271,FALSE,härkälintu
Podiceps cristatus,Great Crested Grebe,grcgre1,304794,TRUE,silkkiuikku
Podiceps auritus,Horned Grebe,horgre,138207,FALSE,mustakurkku-uikku
Podiceps nigricollis,Black-necked Grebe,eargre,353764321,TRUE,mustakaulauikku
†Podiceps andinus,Colombian Grebe,colgre1,,FALSE,
Podiceps juninensis,Northern Silvery Grebe,,,FALSE,hopeauikku (juninensis)
Podiceps occipitalis,Southern Silvery Grebe,silgre1,513976181,FALSE,hopeauikku
Podiceps taczanowskii,Junin Grebe,jungre1,31433401,FALSE,juníninuikku
Podiceps gallardoi,Hooded Grebe,hoogre1,204017041,FALSE,huppu-uikku
Aechmophorus occidentalis,Western Grebe,wesgre,70246371,FALSE,pitkäkaulauikku/meksikonuikku
Aechmophorus clarkii,Clark's Grebe,clagre,254971331,TRUE,meksikonuikku
Columba thomensis,Sao Tome Olive-pigeon,marpig1,640382332,FALSE,sãotoménkyyhky
Columba pollenii,Comoro Olive-pigeon,compig1,,FALSE,komorienkyyhky
Columba hodgsonii,Speckled Woodpigeon,spwpig1,621597572,FALSE,himalajankyyhky
Columba albinucha,White-naped Pigeon,whnpig1,652023359,FALSE,valkoniskakyyhky
Columba pulchricollis,Ashy Woodpigeon,aswpig1,154904331,FALSE,tuhkakyyhky
Columba elphinstonii,Nilgiri Woodpigeon,niwpig1,413792741,FALSE,nilgirinkyyhky
Columba torringtoni,Sri Lanka Woodpigeon,,,FALSE,srilankankyyhky
Columba punicea,Pale-capped Pigeon,pacpig1,593065051,FALSE,hopealakkikyyhky
Columba argentina,Silvery Pigeon,siwpig1,,FALSE,hopeakyyhky
Columba palumboides,Andaman Woodpigeon,anwpig1,283567,FALSE,andamaanienkyyhky
Columba janthina,Japanese Woodpigeon,jawpig1,281496,FALSE,japaninkyyhky
†Columba versicolor,Bonin Woodpigeon,,,FALSE,
†Columba jouyi,Ryukyu Woodpigeon,,,FALSE,
Columba vitiensis,Metallic Pigeon,metpig1,64514,FALSE,valkokurkkukyyhky
