Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,de
Scleroptila psilolaema,Moorland Francolin,moofra2,31365811,FALSE,Hochlandfrankolin
Scleroptila elgonensis,Elgon Francolin,moofra3,274754931,FALSE,Elgonfrankolin
Scleroptila shelleyi,Shelley's Francolin,shefra1,559895751,FALSE,Shelley-/Whytefrankolin
Scleroptila whytei,Whyte's Francolin,shefra3,277097,FALSE,Whytefrankolin
Scleroptila gutturalis,Orange River Francolin,orrfra2,510309801,FALSE,Rebhuhnfrankolin
Bambusicola fytchii,Mountain Bamboo-partridge,mobpar1,53420721,FALSE,Gelbbrauen-Bambushuhn
Bambusicola thoracicus,Chinese Bamboo-partridge,chbpar3,48693961,FALSE,Graubrauen-/Taiwanbambushuhn
Bambusicola sonorivox,Taiwan Bamboo-partridge,taibap1,203928081,FALSE,Taiwanbuschwachtel
Gallus gallus,Red Junglefowl,redjun,203917071,TRUE,Bankivahuhn
Gallus sonneratii,Grey Junglefowl,grejun2,219526241,FALSE,Sonnerathuhn
Gallus lafayetii,Sri Lanka Junglefowl,ceyjun1,223436,FALSE,Ceylonhuhn
Gallus varius,Green Junglefowl,grejun1,199794101,FALSE,Gabelschwanzhuhn
Tetraophasis obscurus,Chestnut-throated Partridge,verpar1,335063,FALSE,Braunkehl-Keilschwanzhuhn
Tetraophasis szechenyii,Buff-throated Partridge,szepar1,356505841,FALSE,Rostkehl-Keilschwanzhuhn
Lophophorus impejanus,Himalayan Monal,himmon1,182618261,TRUE,Himalaya-Glanzfasan
Lophophorus sclateri,Sclater's Monal,sclmon1,485571991,FALSE,Weißschwanz-Glanzfasan
Lophophorus lhuysii,Chinese Monal,chimon1,30554891,FALSE,Grünschwanz-Glanzfasan
Tragopan melanocephalus,Western Tragopan,westra1,618952577,FALSE,Schwarzkopftragopan
Tragopan satyra,Satyr Tragopan,sattra1,633595716,TRUE,Satyrtragopan
Tragopan blythii,Blyth's Tragopan,blytra1,650866542,FALSE,Blythtragopan
Tragopan temminckii,Crimson-Bellied Tragopan,temtra1,483733661,TRUE,Temmincktragopan
Tragopan caboti,Cabot's Tragopan,cabtra1,203899881,FALSE,Cabottragopan
Ithaginis cruentus,Blood Pheasant,blophe1,30554841,TRUE,Blutfasan
Pucrasia macrolopha,Koklass Pheasant,kokphe1,252246071,FALSE,Koklasfasan
Syrmaticus ellioti,Elliot's Pheasant,ellphe1,,FALSE,Elliotfasan
Syrmaticus humiae,Mrs Hume's Pheasant,humphe1,145644081,FALSE,Burmafasan
Syrmaticus mikado,Mikado Pheasant,mikphe1,317328501,FALSE,Mikadofasan
Syrmaticus soemmeringi,Copper Pheasant,copphe1,613262308,FALSE,Kupferfasan
Syrmaticus reevesii,Reeves's Pheasant,reephe1,635867832,FALSE,Königsfasan
Chrysolophus pictus,Golden Pheasant,golphe,310815,TRUE,Goldfasan
Chrysolophus amherstiae,Lady Amherst's Pheasant,laaphe1,436928311,TRUE,Diamantfasan
Phasianus colchicus,Common Pheasant,rinphe1,140678461,TRUE,Jagd-/Buntfasan
P. c. torquatus,Ring-necked Pheasant,rinphe1,140678461,FALSE,
Phasianus versicolor,Green Pheasant,rinphe2,203903461,TRUE,Buntfasan
Crossoptilon crossoptilon,White Eared-pheasant,whieap1,30552051,FALSE,Tibet-/Weißflügel-Ohrfasan
Crossoptilon harmani,Tibetan Eared-pheasant,whieap2,325777831,FALSE,Tibetohrfasan
Crossoptilon mantchuricum,Brown Eared-pheasant,brephe1,162445651,FALSE,Braunflügel-Ohrfasan
Crossoptilon auritum,Blue Eared-pheasant,blephe1,627003171,FALSE,Blauflügel-Ohrfasan
Catreus wallichii,Cheer Pheasant,chephe1,517406951,FALSE,Schopffasan
Lophura leucomelanos,Kalij Pheasant,kalphe,5291,FALSE,Kalifasan
Lophura nycthemera,Silver Pheasant,silphe,248929651,FALSE,Silberfasan
Lophura edwardsi,Edwards's Pheasant,edwphe1,,FALSE,Edwardsfasan
Lophura swinhoii,Swinhoe's Pheasant,swiphe1,258420041,FALSE,Swinhoefasan
Lophura inornata,Salvadori's Pheasant,salphe1,341125091,FALSE,Salvadorifasan
Lophura erythrophthalma,Crestless Fireback,crefir5,280924,FALSE,Malaien-Gelbschwanzfasan
Lophura pyronota,Bornean Crestless Fireback,crefir6,164233,FALSE,Borneo-Gelbschwanzfasan
Lophura ignita,Bornean Crested Fireback,crefir4,609068760,FALSE,Borneohaubenfasan
Lophura rufa,Malay Crested Fireback,crefir3,327540031,FALSE,Malaienhaubenfasan
Lophura diardi,Siamese Fireback,siafir1,249186261,FALSE,Prälatfasan
Lophura bulweri,Bulwer's Pheasant,bulphe1,608936216,FALSE,Bulwerfasan
Perdix perdix,Grey Partridge,grypar,304858,FALSE,Rebhuhn
Perdix dauurica,Daurian Partridge,daupar1,647760276,FALSE,Bartrebhuhn
Perdix hodgsoniae,Tibetan Partridge,tibpar1,204009351,FALSE,Tibetrebhuhn
Meleagris gallopavo,Wild Turkey,wiltur,73964601,TRUE,Truthuhn
Meleagris ocellata,Ocellated Turkey,ocetur1,58635171,TRUE,Pfauentruthuhn
Bonasa umbellus,Ruffed Grouse,rufgro,446222541,FALSE,Kragenhuhn
Bonasa bonasia,Hazel Grouse,hazgro1,59175311,FALSE,Haselhuhn
Bonasa sewerzowi,Chinese Grouse,sevgro1,285208,FALSE,Schwarzbrust-Haselhuhn
Lagopus lagopus,Willow Grouse,wilpta,207352,FALSE,Moorschneehuhn
L. l. scotica,Red Grouse,wilpta1,456744871,FALSE,
Lagopus muta,Rock Ptarmigan,rocpta1,203903791,TRUE,Alpenschneehuhn
Lagupus leucura,White-tailed Ptarmigan,whtpta1,2503,FALSE,
Dendragapus obscurus,Dusky Grouse,dusgro,157903381,FALSE,Douglasien-/Küstengebirgshuhn
Dendragapus fuliginosus,Sooty Grouse,soogro1,465416891,FALSE,Küstengebirgshuhn
Falcipennis falcipennis,Siberian Grouse,sibgro2,,FALSE,Sichelhuhn
Falcipennis canadensis,Spruce Grouse,sprgro,165528121,FALSE,Tannenhuhn
Falcipennis franklinii,Franklin's Grouse,,,FALSE,Tannenhuhn (franklinii)
Tetrao urogallus,Western Capercaillie,wescap1,274032621,TRUE,Auerhuhn
Tetrao parvirostris,Black-billed Capercaillie,blbcap1,608578345,FALSE,Steinauerhuhn
Lyurus tetrix,Black Grouse,blagro1,2521,FALSE,Birkhuhn
Lyurus mlokosiewiczi,Caucasian Grouse,caugro1,,FALSE,Kaukasusbirkhuhn
Centrocercus urophasianus,Sage Grouse,saggro,50119,FALSE,Beifußhuhn/Gunnison-Beifußhuhn
Centrocercus minimus,Gunnison Grouse,gusgro,253848531,FALSE,Gunnison-Beifußhuhn
Tympanuchus phasianellus,Sharp-tailed Grouse,shtgro,50135,TRUE,Schweifhuhn
Tympanuchus cupido,Greater Prairie-chicken,grpchi,191128,TRUE,Präriehuhn
Tympanuchus pallidicinctus,Lesser Prairie-chicken,lepchi,141139,TRUE,Oklahomapräriehuhn
ANSERIFORMES,,,,FALSE,
ANHIMIDAE,Screamers,,,FALSE,
Anhima cornuta,Horned Screamer,horscr1,32242391,FALSE,Hornwehrvogel
Chauna chavaria,Northern Screamer,norscr1,534762281,FALSE,Weißwangen-Wehrvogel
Chauna torquata,Southern Screamer,souscr1,212906,TRUE,Halsband-Wehrvogel
ANSERANATIDAE,Magpie Goose,maggoo1,612141819,FALSE,
Anseranas semipalmata,Magpie Goose,maggoo1,612141819,FALSE,Spaltfußgans
ANATIDAE,Ducks Geese Swans,,,FALSE,Ente unbestimmt
Dendrocygna viduata,White-faced Whistling-duck,wfwduc1,218228,FALSE,Witwenpfeifgans
Dendrocygna autumnalis,Black-bellied Whistling-duck,bbwduc,74011581,TRUE,Rotschnabel-Pfeifgans
Dendrocygna guttata,Spotted Whistling-duck,spwduc1,611494502,FALSE,Tüpfelpfeifgans
Dendrocygna arborea,West Indian Whistling-duck,wiwduc1,140657151,FALSE,Kubapfeifgans
Dendrocygna bicolor,Fulvous Whistling-duck,fuwduc,641164476,FALSE,Gelbbrust-Pfeifgans
Dendrocygna eytoni,Plumed Whistling-duck,plwduc1,132566831,FALSE,Gelbfuß-Pfeifgans
Dendrocygna arcuata,Wandering Whistling-duck,wawduc1,132566781,FALSE,Wanderpfeifgans
Dendrocygna javanica,Lesser Whistling-duck,lewduc1,255446121,FALSE,Javapfeifgans
Thalassornis leuconotos,White-backed Duck,whbduc1,584433141,FALSE,Weißrücken-Pfeifgans
Heteronetta atricapilla,Black-headed Duck,blhduc1,203988231,FALSE,Kuckucksente
Nomonyx dominicus,Masked Duck,masduc,610485753,FALSE,Maskenruderente
Oxyura jamaicensis,Ruddy Duck,rudduc,106721,TRUE,Schwarzkopf-Ruderente
Oxyura ferruginea,Andean Duck,andduc1,577960601,FALSE,Andenruderente
Oxyura vittata,Lake Duck,lakduc1,203988321,FALSE,Bindenruderente
Oxyura australis,Blue-billed Duck,blbduc1,300779311,FALSE,Schwarzkinn-Ruderente
Oxyura maccoa,Maccoa Duck,macduc1,640718508,FALSE,Afrikaruderente
Oxyura leucocephala,White-headed Duck,whhduc1,534766531,TRUE,Weißkopf-Ruderente
Biziura lobata,Musk Duck,musduc1,203953171,TRUE,Lappenente
Malacorhynchus membranaceus,Pink-eared Duck,pieduc1,464936601,TRUE,Rosenohrente
Stictonetta naevosa,Freckled Duck,freduc1,184685051,FALSE,Affengans
Cereopsis novaehollandiae,Cape Barren Goose,cabgoo1,100811911,FALSE,Hühnergans
Coscoroba coscoroba,Coscoroba Swan,cosswa1,203692881,FALSE,Coscorobaschwan
Cygnus melanocoryphus,Black-necked Swan,blnswa2,437219201,FALSE,Schwarzhalsschwan
Cygnus atratus,Black Swan,blkswa,265310771,TRUE,Schwarzschwan
Cygnus olor,Mute Swan,mutswa,304263951,TRUE,Höckerschwan
Cygnus buccinator,Trumpeter Swan,truswa,527184,TRUE,Trompeterschwan
Cygnus cygnus,Whooper Swan,whoswa,203932741,TRUE,Singschwan
Cygnus columbianus,Tundra Swan,tunswa,406700341,TRUE,Zwergschwan
C. c. bewickii,Bewick's Swan,,,FALSE,
C. c. columbianus,Tundra Swan,tunswa,406700341,TRUE,
Branta bernicla,Brant,brant,65344051,TRUE,Ringelgans
B. b. hrota,Pale-bellied Brent Goose,,,FALSE,
B. b. nigricans,Black bellied Brent Goose,,,FALSE,
Branta leucopsis,Barnacle Goose,bargoo,235525,FALSE,Weißwangengans
Branta ruficollis,Red-breasted Goose,rebgoo1,203969961,FALSE,Rothalsgans
Branta hutchinsii,Cackling Goose,cacgoo1,137826,FALSE,Zwergkanada-/Kanadagans
Branta canadensis,Canada Goose,cangoo,53519641,TRUE,Kanadagans
Branta sandvicensis,Hawaiian Goose,hawgoo,129212,FALSE,Hawaiigans
Anser canagicus,Emperor Goose,empgoo,32797351,FALSE,Kaisergans
Anser caerulescens,Snow Goose,snogoo,387012351,FALSE,Schneegans
Anser rossii,Ross's Goose,rosgoo,113756861,FALSE,Zwergschneegans
Anser indicus,Bar-headed Goose,bahgoo,651601089,FALSE,Streifengans
Anser anser,Greylag Goose,gragoo,215162391,TRUE,Graugans
Anser cygnoid,Swan Goose,swagoo1,203914111,FALSE,Schwanengans
Anser fabalis,Bean Goose,taibeg1,650553197,FALSE,Waldsaatgans
A. f. middendorffii,Middendorff’s Bean-Goose,,,FALSE,
A. f. serrirostris,Tundra Bean Goose,,,FALSE,
Anser brachyrhynchus,Pink-footed Goose,pifgoo,57969501,FALSE,Kurzschnabelgans
Anser albifrons,Greater White-fronted Goose,gwfgoo,31730051,FALSE,Bläßgans
A. a. flavirostris,Grenland White-fronted Goose,,,FALSE,Blässgans (Grönländische)
Anser erythropus,Lesser White-fronted Goose,lwfgoo,170171551,FALSE,Zwerggans
Clangula hyemalis,Long-tailed Duck,lotduc,32797411,FALSE,Eisente
Somateria fischeri,Spectacled Eider,speeid,31729111,FALSE,Plüschkopfente
Somateria spectabilis,King Eider,kineid,59448,TRUE,Prachteiderente
Somateria mollissima,Common Eider,comeid,279182411,TRUE,Eiderente
Polysticta stelleri,Steller's Eider,steeid,31729061,FALSE,Scheckente
Melanitta perspicillata,Surf Scoter,sursco,642422718,FALSE,Brillenente
Melanitta fusca,Velvet Scoter,whwsco3,323642761,FALSE,Samt-/Höckersamt-/Kamtschatkasamtente
Melanitta stejnegeri,Siberian Scoter,whwsco1,647992665,FALSE,Kamtschatkasamtente
Melanitta deglandi,White-winged Scoter,whwsco2,191358,FALSE,Samt-/Höckersamt-/Kamtschatkasamtente
Melanitta nigra,Black Scoter,blksco1,446580781,FALSE,Trauer-/Pazifiktrauerente
Melanitta americana,American Scoter,blksco2,169277571,FALSE,Pazifiktrauerente
Bucephala albeola,Bufflehead,buffle,138213,FALSE,Büffelkopfente
Bucephala clangula,Common Goldeneye,comgol,304684,TRUE,Schellente
Bucephala islandica,Barrow's Goldeneye,bargol,626998827,TRUE,Spatelente
Mergellus albellus,Smew,smew,,TRUE,Zwergsäger
Lophodytes cucullatus,Hooded Merganser,hoomer,582897021,TRUE,Kappensäger
Mergus merganser,Common Merganser,commer,208071711,TRUE,Gänsesäger
Mergus squamatus,Scaly-sided Merganser,scsmer1,,FALSE,Schuppensäger
Mergus serrator,Red-breasted Merganser,rebmer,3786,TRUE,Mittelsäger
†Mergus australis,Auckland Merganser,,,FALSE,
Mergus octosetaceus,Brazilian Merganser,bramer1,203917611,TRUE,Dunkelsäger
Histrionicus histrionicus,Harlequin Duck,harduc,3781,TRUE,Kragenente
†Camptorhynchus labradorius,Labrador Duck,labduc,,FALSE,
Neochen jubata,Orinoco Goose,origoo1,306736691,TRUE,Orinokogans
Chloephaga melanoptera,Andean Goose,andgoo1,189509,FALSE,Andengans
Chloephaga picta,Upland Goose,uplgoo1,42753311,FALSE,Magellangans
Chloephaga hybrida,Kelp Goose,kelgoo1,203969741,FALSE,Kelpgans
Chloephaga poliocephala,Ashy-headed Goose,ashgoo1,585131071,FALSE,Graukopfgans
Chloephaga rubidiceps,Ruddy-headed Goose,ruhgoo1,390715661,FALSE,Rotkopfgans
Radjah radjah,Radjah Shelduck,radshe1,63185731,FALSE,Radjahgans
Alopochen aegyptiaca,Egyptian Goose,egygoo,446562581,FALSE,Nilgans
†Alopochen mauritiana,Mauritius Shelduck,maushe1,,FALSE,
†Alopochen kervazoi,Reunion Shelduck,reushe1,,FALSE,
Tadorna tadorna,Common Shelduck,comshe,352713301,FALSE,Brandgans
Tadorna ferruginea,Ruddy Shelduck,rudshe,305780351,TRUE,Rostgans
Tadorna cana,South African Shelduck,soashe1,278275,FALSE,Kapgans
Tadorna tadornoides,Australian Shelduck,ausshe1,345070411,TRUE,Halsbandkasarka
Tadorna variegata,Paradise Shelduck,parshe1,4130,TRUE,Paradiesgans
Tadorna cristata,Crested Shelduck,creshe1,,FALSE,Schopfgans
Plectropterus gambensis,Spur-winged Goose,spwgoo1,206409541,FALSE,Sporngans
Cairina moschata,Muscovy Duck,musduc,92475411,TRUE,Moschusente
Sarkidiornis sylvicola,American Comb Duck,comduc3,,FALSE,Höckerschnabelente
Sarkidiornis melanotos,African Comb Duck,comduc2,377764471,FALSE,Glanzente
Nettapus auritus,African Pygmy-goose,afrpyg1,21635741,FALSE,Schmuckzwergente
Nettapus coromandelianus,Cotton Pygmy-goose,copgoo1,231240521,FALSE,Koromandelzwergente
Nettapus pulchellus,Green Pygmy-goose,grnpyg1,614840111,TRUE,Australzwergente
Callonetta leucophrys,Ringed Teal,rintea1,203986511,FALSE,Rotschulterente
Aix sponsa,Wood Duck,wooduc,179353,TRUE,Brautente
Aix galericulata,Mandarin Duck,manduc,95630431,TRUE,Mandarinente
Chenonetta jubata,Maned Duck,manduc1,247785131,TRUE,Mähnenente
†Chenonetta finschi,Finsch's Duck,finduc1,,FALSE,
Hymenolaimus malacorhynchos,Blue Duck,bluduc1,203922021,TRUE,Saumschnabelente
Merganetta armata,Torrent Duck,torduc1,620823428,FALSE,Sturzbachente
Pteronetta hartlaubii,Hartlaub's Duck,harduc1,632942906,FALSE,Hartlaubente
Cyanochen cyanoptera,Blue-winged Goose,buwgoo1,204011591,FALSE,Blauflügelgans
Marmaronetta angustirostris,Marbled Duck,martea1,542976871,FALSE,Marmelente
Asacornis scutulata,White-winged Wood Duck,,,FALSE,Weißflügelente
Netta rufina,Red-crested Pochard,recpoc,588459801,FALSE,Kolbenente
Netta peposaca,Rosy-billed Pochard,robpoc1,203988301,FALSE,Rosenschnabelente
Netta erythrophthalma,Southern Pochard,soupoc1,608850905,FALSE,Rotaugenente
Aythya ferina,Common Pochard,compoc,62513831,FALSE,Tafelente
Aythya americana,Redhead,redhea,139672,FALSE,Rotkopfente
Aythya valisineria,Canvasback,canvas,618280036,TRUE,Riesentafelente
Aythya australis,Hardhead,wheduc1,283721771,FALSE,Tasmanmoorente
Aythya innotata,Madagascar Pochard,madpoc1,501097871,FALSE,Madagaskarmoorente
Aythya baeri,Baer's Pochard,baepoc1,,FALSE,Baermoorente
Aythya nyroca,Ferruginous Duck,ferduc,91252571,FALSE,Moorente
Aythya novaeseelandiae,New Zealand Scaup,nezsca1,3536,TRUE,Maoriente
Aythya collaris,Ring-necked Duck,rinduc,465097181,FALSE,Ringschnabelente
Aythya fuligula,Tufted Duck,tufduc,59185381,FALSE,Reiherente
Aythya marila,Greater Scaup,gresca,137825,TRUE,Bergente
Aythya affinis,Lesser Scaup,lessca,634383986,FALSE,Kanadabergente
Rhodonessa caryophyllacea,Pink-headed Duck,pihduc1,,FALSE,Rosenkopfente
Salvadorina waigiuensis,Salvadori's Teal,saltea1,203917821,FALSE,Salvadoriente
Tachyeres patachonicus,Flying Steamerduck,flystd1,22615781,FALSE,Langflügel-Dampfschiffente
Tachyeres leucocephalus,White-headed Steamerduck,whhstd1,203959981,FALSE,Weißkopf-Dampfschiffente
Tachyeres pteneres,Magellanic Steamerduck,flistd1,203963491,FALSE,Magellan-Dampfschiffente
Tachyeres brachypterus,Falkland Steamerduck,falstd1,21809931,FALSE,Falkland-Dampfschiffente
Lophonetta specularioides,Crested Duck,creduc1,203969711,FALSE,Schopfente
Speculanas specularis,Spectacled Duck,speduc2,124451131,FALSE,Kupferspiegelente
Amazonetta brasiliensis,Brazilian Teal,bratea1,468674531,TRUE,Amazonasente
Spatula querquedula,Garganey,gargan,617507448,FALSE,Knäkente
Spatula hottentota,Hottentot Teal,hottea1,97425,FALSE,Pünktchenente
Spatula puna,Puna Teal,puntea1,613597026,FALSE,Punaente
Spatula versicolor,Silver Teal,siltea1,373643011,FALSE,Silberente
Spatula platalea,Red Shoveler,redsho1,625193904,FALSE,Fuchslöffelente
Spatula smithii,Cape Shoveler,capsho1,621707842,FALSE,Kaplöffelente
Spatula rhynchotis,Australian Shoveler,aussho1,168131841,TRUE,Halbmond-Löffelente
Spatula clypeata,Northern Shoveler,norsho,296948,TRUE,Löffelente
Spatula cyanoptera,Cinnamon Teal,cintea,329230571,FALSE,Zimtente
Spatula discors,Blue-winged Teal,buwtea,159161811,TRUE,Blauflügelente
Sibirionetta formosa,Baikal Teal,baitea,63596511,FALSE,Gluckente
Mareca falcata,Falcated Duck,falduc,601476851,FALSE,Sichelente
Mareca strepera,Gadwall,gadwal,310887101,FALSE,Schnatterente
Mareca penelope,Eurasian Wigeon,eurwig,416499351,TRUE,Pfeifente
Mareca americana,American Wigeon,amewig,147386421,TRUE,Kanadapfeifente
Mareca sibilatrix,Chiloe Wigeon,chiwig1,124452051,TRUE,Chilepfeifente
Anas sparsa,African Black Duck,afbduc1,203938571,FALSE,Schwarzente
Anas undulata,Yellow-billed Duck,yebduc1,621707832,FALSE,Gelbschnabelente
Anas melleri,Meller's Duck,melduc1,501097451,FALSE,Madagaskarente
Anas superciliosa,Pacific Black Duck,pabduc1,239219561,TRUE,Augenbrauenente
Anas luzonica,Philippine Duck,phiduc1,214319841,FALSE,Philippinenente
Anas zonorhyncha,Chinese Spot-billed Duck,spbduc,346897381,FALSE,China-Fleckschnabelente
Anas poecilorhyncha,Indian Spot-billed Duck,isbduc1,204024871,FALSE,Indien-Fleckschnabelente
Anas laysanensis,Laysan Duck,layduc,486345111,FALSE,Laysanente
Anas platyrhynchos,Mallard,mallar3,304089,TRUE,Stockente
Anas rubripes,American Black Duck,ambduc,252598451,FALSE,Dunkelente
Anas fulvigula,Mottled Duck,motduc,639039836,FALSE,Floridaente
Anas wyviliana,Hawaiian Duck,hawduc,473452801,FALSE,
†Anas theodori,Mauritius Duck,mauduc1,,FALSE,
Anas albogularis,Andaman Teal,andtea1,635416168,FALSE,Sundaente
Anas gibberifrons,Sunda Teal,suntea1,554533351,FALSE,Sundaente
Anas gracilis,Grey Teal,gretea1,101312381,TRUE,Weißkehlente
Anas castanea,Chestnut Teal,chetea1,204020781,FALSE,Kastanienente
Anas chlorotis,Brown Teal,brotea1,203926471,FALSE,Neuseelandente
Anas aucklandica,Brown Teal,auitea1,631228261,FALSE,Neuseelandente
Anas nesiotis,Campbell Teal,caitea1,191470871,FALSE,Campbellente
Anas bernieri,Madagascar Teal,bertea1,502014051,FALSE,Bernierente
Anas capensis,Cape Teal,captea1,609054550,FALSE,Fahlente
Anas bahamensis,White-cheeked Pintail,whcpin,89697731,FALSE,Bahamaente
Anas erythrorhyncha,Red-billed Teal,rebduc1,502035921,FALSE,Rotschnabelente
Anas acuta,Northern Pintail,norpin,386237831,TRUE,Spießente
Anas eatoni,Southern Pintail,eatpin1,,FALSE,Kerguelenente
†Anas marecula,Amsterdam Duck,amsduc1,,FALSE,
Anas georgica,Yellow-billed Pintail,yebpin1,475879051,FALSE,Spitzschwanzente
Anas crecca,Common Teal,gnwtea,397241321,TRUE,Krickente
A. c. carolinensis,Green-winged Teal,gnwtea,397241321,FALSE,Krickente (Carolinakrickente)
Anas andium,Andean Teal,spetea3,58953,FALSE,Andenente
Anas flavirostris,Speckled Teal,yebtea1,463864771,FALSE,Anden-/Braunkopfente
PODICIPEDIFORMES,,,,FALSE,
PODICIPEDIDAE,Grebes,,,FALSE,
Tachybaptus ruficollis,Little Grebe,litgre1,109605121,TRUE,Zwergtaucher
†Tachybaptus rufolavatus,Alaotra Grebe,alagre1,,FALSE,
Tachybaptus novaehollandiae,Australasian Grebe,ausgre1,611422409,FALSE,Australzwergtaucher
Tachybaptus pelzelni,Madagascar Grebe,madgre1,93697,FALSE,Madagaskarzwergtaucher
Tachybaptus dominicus,Least Grebe,leagre,575610581,FALSE,Schwarzkopf-Zwergtaucher
Podilymbus podiceps,Pied-billed Grebe,pibgre,131025131,TRUE,Bindentaucher
†Podilymbus gigas,Atitlan Grebe,atigre1,943,FALSE,
Rollandia rolland,White-tufted Grebe,whtgre3,477283851,FALSE,Rollandtaucher
Rollandia microptera,Titicaca Grebe,titgre1,647134154,TRUE,Titikakataucher
Poliocephalus poliocephalus,Hoary-headed Grebe,hohgre1,99561861,FALSE,Haarschopftaucher
Poliocephalus rufopectus,New Zealand Dabchick,nezgre1,286680201,TRUE,Maoritaucher
Podiceps major,Great Grebe,gregre1,440914901,FALSE,Magellantaucher
Podiceps grisegena,Red-necked Grebe,rengre,345214271,FALSE,Rothalstaucher
Podiceps cristatus,Great Crested Grebe,grcgre1,304794,TRUE,Haubentaucher
Podiceps auritus,Horned Grebe,horgre,138207,FALSE,Ohrentaucher
Podiceps nigricollis,Black-necked Grebe,eargre,353764321,TRUE,Schwarzhalstaucher
†Podiceps andinus,Colombian Grebe,colgre1,,FALSE,
Podiceps juninensis,Northern Silvery Grebe,,,FALSE,Silbertaucher (juninensis)
Podiceps occipitalis,Southern Silvery Grebe,silgre1,513976181,FALSE,Silbertaucher
Podiceps taczanowskii,Junin Grebe,jungre1,31433401,FALSE,Punataucher
Podiceps gallardoi,Hooded Grebe,hoogre1,204017041,FALSE,Goldscheiteltaucher
Aechmophorus occidentalis,Western Grebe,wesgre,70246371,FALSE,Renn-/Clarktaucher
Aechmophorus clarkii,Clark's Grebe,clagre,254971331,TRUE,Clarktaucher
Columba thomensis,Sao Tome Olive-pigeon,marpig1,640382332,FALSE,Mahagonitaube
Columba pollenii,Comoro Olive-pigeon,compig1,,FALSE,Komorentaube
Columba hodgsonii,Speckled Woodpigeon,spwpig1,621597572,FALSE,Rhododendrontaube
Columba albinucha,White-naped Pigeon,whnpig1,652023359,FALSE,Weißnackentaube
Columba pulchricollis,Ashy Woodpigeon,aswpig1,154904331,FALSE,Himalajataube
Columba elphinstonii,Nilgiri Woodpigeon,niwpig1,413792741,FALSE,Nilgiritaube
Columba torringtoni,Sri Lanka Woodpigeon,,,FALSE,Ceylontaube
Columba punicea,Pale-capped Pigeon,pacpig1,593065051,FALSE,Kupfertaube
Columba argentina,Silvery Pigeon,siwpig1,,FALSE,Silbertaube
Columba palumboides,Andaman Woodpigeon,anwpig1,283567,FALSE,Andamanentaube
Columba janthina,Japanese Woodpigeon,jawpig1,281496,FALSE,Veilchentaube
†Columba versicolor,Bonin Woodpigeon,,,FALSE,
†Columba jouyi,Ryukyu Woodpigeon,,,FALSE,
Columba vitiensis,Metallic Pigeon,metpig1,64514,FALSE,Weißkehltaube
